otu	sim	del	ins	mis	len	score	hit
188	denovo2530	79.14	15	36	70	580	266.5	H6_AJ291520
189	denovo3192	76.53	16	21	32	294	267	F5.2f_AJ291512
190	denovo3282	74.46	13	22	59	368	267	D1.1_AM748564
191	denovo3530	74.73	15	26	54	376	267	D1.2_AM748617
192	denovo1419	72.24	11	13	54	281	267.5	F4.6_AM748586
193	denovo2376	72.98	15	21	41	285	267.5	E101_AY160123
194	denovo1596	72.34	16	14	48	282	268	C1194_EU099826
195	denovo2874	74.69	18	19	45	324	268	C49_AY589754
196	denovo5409	79.35	12	16	48	368	268	D1.1_AM748564
197	denovo4240	81.77	10	30	67	587	268	H6_AJ291520
198	denovo1339	72.59	12	14	48	270	268.5	D101_AF411416
199	denovo2551	76.14	13	17	43	306	268.5	I1_FN561559
200	denovo887	82.45	9	36	58	587	268.5	H6_AJ291520
201	denovo2970	75.53	15	20	57	376	269	D1.2_AM748617
202	denovo2954	82.45	9	35	59	587	269.5	H6_AJ291520
203	denovo3680	78.62	12	37	75	580	270	H6_AJ291520
204	denovo2911	85.86	9	30	44	587	270	H6_AJ291520
205	denovo4592	84.16	9	28	56	587	270	H6_AJ291520
206	denovo2453	79.56	16	33	71	587	270	H6_AJ291520
207	denovo2986	77.41	13	36	82	580	270.5	H6_AJ291520
208	denovo3923	84.5	16	30	45	587	270.5	H6_AJ291520
209	denovo2151	70.46	21	12	50	281	271	F4.1a_AM748573
210	denovo5528	73.22	7	13	59	295	271	F3.4_AM748570
211	denovo2900	80.43	11	16	45	368	271	D1.1_AM748564
212	denovo1560	79.26	11	21	46	376	271	D1.2_AM748617
213	denovo1603	73.14	14	21	66	376	271	D1.2_AM748617
214	denovo3401	78.79	14	37	72	580	271	H6_AJ291520
215	denovo2909	83.13	7	30	62	587	271	H6_AJ291520
216	denovo2696	82.11	8	35	62	587	271	H6_AJ291520
217	denovo5378	76.16	7	18	42	281	271.5	F4.4a_AM748583
218	denovo3496	75.97	9	11	48	283	271.5	C35.1_AY765401
219	denovo5113	74.46	24	17	53	368	271.5	D1.1_AM748564
220	denovo3426	79.52	9	23	45	376	271.5	D1.2_AM748617
221	denovo4279	76.06	10	20	60	376	271.5	D1.2_AM748617
222	denovo2377	72.85	14	16	49	291	272	C1195_EU099821
223	denovo3241	76.95	12	15	41	295	272	F3.4b_AM748616
224	denovo3011	68.81	15	15	62	295	272	F3.4_AM748570;F3.4b_AM748616
225	denovo4385	74.38	15	21	47	324	272	C49_AY589754
226	denovo755	77.93	13	19	51	376	272	D1.2_AM748617
227	denovo4344	79.83	14	36	67	580	272	H6_AJ291520
228	denovo2375	82.28	6	35	63	587	272	H6_AJ291520
229	denovo4119	77.45	15	21	47	368	272.5	D1.1_AM748564
230	denovo3681	76.86	9	20	58	376	272.5	D1.2_AM748617
231	denovo4540	80.58	16	26	66	556	273	H6_AJ291520
232	denovo2941	75.25	10	19	45	299	273.5	F3.2_AM748567
233	denovo354	74.73	11	22	62	376	273.5	D1.2_AM748617
234	denovo438	79.62	10	18	47	368	274	D1.1_AM748564
235	denovo3543	80.24	13	31	72	587	274	H6_AJ291520
236	denovo2412	72.28	16	19	44	285	274.5	E101_AY160123
237	denovo343	72.28	16	19	44	285	274.5	E101_AY160123
238	denovo1576	74.28	15	21	53	346	274.5	D1.1_AM748564
239	denovo3551	75.17	10	13	50	294	275	F1_JN558066
240	denovo1590	76.09	11	20	57	368	275.5	D1.1_AM748564
241	denovo4620	76.09	11	20	57	368	275.5	D1.1_AM748564
242	denovo1828	78.71	15	41	69	587	275.5	H6_AJ291520
243	denovo510	71.73	19	15	46	283	276	C78_AY765413
244	denovo4541	78.99	13	22	44	376	276	D1.2_AM748617
245	denovo5960	75	22	23	49	376	276	D1.2_AM748617
246	denovo4139	72.79	10	17	53	294	276.5	F1_JN558066
247	denovo5624	76.27	9	16	45	295	276.5	F3.4b_AM748616
248	denovo5498	75.62	16	21	42	324	276.5	C49_AY589754
249	denovo5959	77.13	21	22	43	376	276.5	D1.2_AM748617
250	denovo2106	75.53	11	22	59	376	276.5	D1.2_AM748617
251	denovo1350	75.51	11	14	47	294	277	F1_JN558066
252	denovo1149	82.59	10	32	59	580	277	H6_AJ291520
253	denovo3186	79.73	21	31	67	587	277	H6_AJ291520
254	denovo3029	69.57	23	11	57	299	277.5	F3.2a_AM748568
255	denovo3029	69.57	17	11	63	299	277.5	F3.2_AM748567
256	denovo1789	82.96	9	36	55	587	277.5	H6_AJ291520
257	denovo5167	82.96	9	36	55	587	277.5	H6_AJ291520
258	denovo4526	74.11	15	17	41	282	278	F4.3a_AM748579
259	denovo1967	71.77	9	19	55	294	278.5	F1_JN558066
260	denovo2098	73.9	9	17	51	295	278.5	F3.4a_AM748571
261	denovo4607	73.9	9	17	51	295	278.5	F3.4a_AM748571
262	denovo991	73.9	9	17	51	295	278.5	F3.4a_AM748571
263	denovo5552	70.57	22	11	55	299	278.5	F3.2a_AM748568
264	denovo5552	70.57	16	11	61	299	278.5	F3.2_AM748567
265	denovo3618	80.24	16	30	68	577	278.5	H6_AJ291520
266	denovo1083	79.89	11	17	46	368	279.5	D1.1_AM748564
267	denovo4141	76.9	15	21	49	368	279.5	D1.1_AM748564
268	denovo4611	84.67	16	30	44	587	279.5	H6_AJ291520
269	denovo4653	71.13	15	17	50	284	280	F110_AJ291526
270	denovo3862	77.17	12	21	51	368	280	D1.1_AM748564
271	denovo4846	82.28	16	23	65	587	280	H6_AJ291520
272	denovo5271	76.33	9	11	47	283	280.5	C35.1_AY765401
273	denovo5618	70.77	15	12	56	284	280.5	F110_AJ291526
274	denovo3756	76.03	10	11	49	292	280.5	F2a_AJ830911
275	denovo5618	75.59	13	18	42	299	280.5	F3.2_AM748567
276	denovo1631	69.68	24	25	65	376	280.5	D1.2_AM748617
277	denovo356	81.41	13	28	67	581	280.5	H6_AJ291520
278	denovo5689	74.47	12	25	59	376	281	D1.2_AM748617
279	denovo3345	72.87	18	20	64	376	281	D1.2_AM748617
280	denovo3332	82.07	11	28	65	580	281	H6_AJ291520
281	denovo5347	81.41	13	28	67	581	281	H6_AJ291520
282	denovo5917	73.94	11	21	42	284	282	C1193_EU099827
283	denovo5917	75	15	24	42	324	282	C49_AY589754
284	denovo1263	75.8	12	22	57	376	282	D1.2_AM748617
285	denovo3152	76.47	8	15	49	306	282.5	I2_FN561560
286	denovo5982	74.2	10	10	53	283	283	C35.1_AY765401
287	denovo2341	78.99	11	21	47	376	283	D1.2_AM748617
288	denovo4552	73.4	14	19	67	376	283	D1.2_AM748617
289	denovo4449	73.14	17	18	41	283	283.5	C1078_AB190271
290	denovo1544	76.63	14	16	56	368	283.5	D1.1_AM748564
291	denovo3585	74.73	16	21	56	368	283.5	D1.1_AM748564
292	denovo4449	75.8	9	23	59	376	283.5	D1.2_AM748617
293	denovo2521	75	9	19	66	376	283.5	D1.2_AM748617
294	denovo3879	75.31	16	24	40	324	284	C49_AY589754
295	denovo5332	72.01	14	25	64	368	284	D1.1_AM748564
296	denovo4060	82.79	10	34	57	587	284	H6_AJ291520
297	denovo2834	79.22	18	31	73	587	284	H6_AJ291520
298	denovo1401	76.14	9	20	44	306	284.5	I2_FN561560
299	denovo3712	79.56	15	33	72	587	284.5	H6_AJ291520
300	denovo3248	80.07	13	31	73	587	284.5	H6_AJ291520
301	denovo456	78.02	20	32	77	587	284.5	H6_AJ291520
302	denovo1882	70.48	12	21	78	376	285	D1.2_AM748617
303	denovo2473	78.53	12	27	72	517	285	H6_AJ291520
304	denovo1613	71.08	12	11	60	287	285.5	B5a_AF499782;B122_EU074871;B1e_GU907634;B5_AF499781
305	denovo2837	83.99	12	29	53	587	285.5	H6_AJ291520
306	denovo1231	78.26	16	23	41	368	286	D1.1_AM748564
307	denovo4143	76.33	19	19	51	376	286	D1.2_AM748617
308	denovo6149	71.54	18	19	70	376	286	D1.2_AM748617
309	denovo2208	79.9	21	31	66	587	286	H6_AJ291520
310	denovo2141	71.83	14	14	52	284	286.5	E110_EU074914
311	denovo1966	79.45	12	9	39	292	286.5	F2a_AJ830911
312	denovo6250	73.81	10	18	49	294	286.5	F5.2e_AJ291533
313	denovo4652	71.2	15	13	44	250	287	A119_AF180121
314	denovo1598	73.33	22	8	38	255	287	A104_AB207203
315	denovo4596	83.48	15	34	48	587	287	H6_AJ291520
316	denovo2692	80.24	17	28	71	587	287	H6_AJ291520
317	denovo172	71.83	11	21	48	284	287.5	C1193_EU099827
318	denovo3430	71.83	11	21	48	284	287.5	C1193_EU099827
319	denovo1393	75.82	13	18	43	306	287.5	I1_FN561559
320	denovo3321	76.27	15	14	41	295	288	F3.4b_AM748616
321	denovo3779	75.49	19	17	39	306	288	I2_FN561560
322	denovo170	71.47	17	18	70	368	288.5	D1.1_AM748564
323	denovo4474	71.47	17	18	70	368	288.5	D1.1_AM748564
324	denovo4250	75.8	21	22	48	376	288.5	D1.2_AM748617
325	denovo226	75.8	8	23	60	376	288.5	D1.2_AM748617
326	denovo6176	80.58	18	28	68	587	288.5	H6_AJ291520
327	denovo867	79.72	12	15	30	281	289	F4.1a_AM748573
328	denovo3575	76.53	9	17	43	294	289	F5.1c_AM748593
329	denovo5192	76.53	9	17	43	294	289	F5.1c_AM748593
330	denovo5061	72.88	15	16	52	306	289	I2_FN561560
331	denovo6160	75	16	26	39	324	289	C49_AY589754
332	denovo1709	73.64	14	22	61	368	289	D1.1_AM748564
333	denovo1086	71.48	14	14	53	284	289.5	E110_EU074914
334	denovo566	76.84	15	15	36	285	289.5	F3.4a_AM748571
335	denovo3187	72.83	20	15	40	276	290	C21.22_KC597692
336	denovo5688	71.43	14	16	54	294	290	F5.2g_JN558072
337	denovo2583	78.4	14	16	40	324	290	C49_AY589754
338	denovo1638	76.9	15	20	50	368	290	D1.1_AM748564
339	denovo4595	71.47	16	18	71	368	290	D1.1_AM748564
340	denovo4059	78.92	15	32	62	517	290	H6_AJ291520
341	denovo3667	76.04	13	15	41	288	290.5	C1033_DQ335350
342	denovo3088	77.78	12	13	43	306	290.5	I4_FN561562
343	denovo472	79.56	18	33	69	587	290.5	H6_AJ291520
344	denovo2261	72.89	10	12	55	284	291	F110_AJ291526
345	denovo5583	73.47	15	12	51	294	291	F5.2c_AM748596
346	denovo5701	69.39	23	14	53	294	291	F1_JN558066
347	denovo1151	68.95	15	11	69	306	291	I2_FN561560
348	denovo2475	75	17	18	46	324	291	C49_AY589754
349	denovo711	74.2	21	21	55	376	291	D1.2_AM748617
350	denovo2589	70.73	15	18	51	287	291.5	B17_AY258470
351	denovo3265	76.14	13	12	48	306	291.5	I1_FN561559
352	denovo4532	74.73	18	21	56	376	291.5	D1.2_AM748617
353	denovo5363	79.56	18	34	68	587	291.5	H6_AJ291520
354	denovo2693	76.1	22	12	26	251	292	A15b_EU792886
355	denovo3907	73.16	14	13	46	272	292	D4_DQ865214
356	denovo3907	75.97	11	12	45	283	292	F4.7_AM748587
357	denovo5059	72.73	17	18	46	297	292	B1.IV_Green2014
358	denovo3901	75.93	19	23	36	324	292	C49_AY589754
359	denovo5059	72.28	15	20	67	368	292	D1.1_AM748564
360	denovo3903	71.74	17	18	69	368	292	D1.1_AM748564
361	denovo1694	79.11	16	32	60	517	292	H6_AJ291520
362	denovo3427	75.3	22	12	28	251	292.5	A15b_EU792886
363	denovo5352	72.12	19	22	63	373	293	D1.2_AM748617
364	denovo1227	82.11	14	30	61	587	293	H6_AJ291520
365	denovo1921	80.41	14	28	73	587	293	H6_AJ291520
366	denovo4341	76.23	17	22	38	324	293.5	C49_AY589754
367	denovo4739	76.23	17	22	38	324	293.5	C49_AY589754
368	denovo3344	75.62	17	22	40	324	293.5	C49_AY589754
369	denovo3019	74.92	12	13	50	299	294	F3.2_AM748567
370	denovo4278	75	16	16	49	324	294	C49_AY589754
371	denovo2764	73.4	18	20	62	376	294	D1.2_AM748617
372	denovo355	76.09	14	24	50	368	294.5	D1.1_AM748564
373	denovo1194	80.58	17	32	65	587	294.5	H6_AJ291520
374	denovo1120	81.6	7	34	67	587	294.5	H6_AJ291520
375	denovo2787	68.66	17	14	58	284	295	F109_AJ291527
376	denovo2552	81.91	9	20	39	376	295	D1.2_AM748617
377	denovo5407	75.85	11	14	46	294	295.5	F5.2c_AM748596
378	denovo5407	75.17	11	14	48	294	295.5	F5.2g_JN558072
379	denovo5895	72.11	14	13	55	294	295.5	F5.1c_AM748593
380	denovo4193	77.45	12	16	41	306	295.5	I4_FN561562;I3_FN561561
381	denovo1579	65.43	22	13	77	324	295.5	C49_AY589754
382	denovo3738	78.19	21	18	43	376	295.5	D1.2_AM748617
383	denovo5346	70.99	13	19	62	324	296	C49_AY589754
384	denovo4903	73.81	10	17	50	294	296.5	F1_JN558066
385	denovo5062	73.81	10	17	50	294	296.5	F1_JN558066
386	denovo2257	79.26	11	15	36	299	296.5	F3.2_AM748567
387	denovo2943	77.45	11	16	42	306	296.5	I4_FN561562;I3_FN561561
388	denovo302	73.2	16	17	49	306	296.5	I3_FN561561
389	denovo3557	72.83	21	23	56	368	296.5	D1.1_AM748564
390	denovo1377	80.41	18	35	62	587	296.5	H6_AJ291520
391	denovo5619	75	14	17	40	284	297	F110_AJ291526
392	denovo1656	67.25	15	12	66	284	297	F110_AJ291526
393	denovo1169	69.29	17	19	77	368	297	D1.1_AM748564
394	denovo2029	69.29	17	19	77	368	297	D1.1_AM748564
395	denovo2697	82.96	14	28	58	587	297	H6_AJ291520
396	denovo305	76.6	16	21	51	376	297.5	D1.2_AM748617
397	denovo5240	83.62	12	25	58	580	297.5	H6_AJ291520
398	denovo2622	83.3	11	32	55	587	297.5	H6_AJ291520
399	denovo3723	80.07	12	15	29	281	298	F4.1a_AM748573
400	denovo3434	71.73	18	12	50	283	298	C35.1_AY765401
401	denovo4604	71.78	18	17	46	287	298.5	E100_DQ011618
402	denovo4612	69.86	25	15	48	292	298.5	B1.V_Green2014
403	denovo22	75.16	13	16	47	306	298.5	I3_FN561561
404	denovo4527	73.67	19	21	59	376	298.5	D1.2_AM748617
405	denovo2790	81.6	17	27	64	587	298.5	H6_AJ291520
406	denovo2663	75.3	22	11	29	251	299	A15b_EU792886
407	denovo3671	75.3	22	11	29	251	299	A15b_EU792886
408	denovo5166	75.3	22	11	29	251	299	A15b_EU792886
409	denovo2745	79.38	14	15	31	291	299	C1195_EU099821
410	denovo2670	77.55	13	14	39	294	299	F5.2c_AM748596
411	denovo3240	79.79	11	20	45	376	299	D1.2_AM748617
412	denovo4547	71.57	22	16	49	306	299.5	I2_FN561560
413	denovo4345	79.73	16	33	70	587	300	H6_AJ291520
414	denovo3099	79.73	17	27	75	587	300	H6_AJ291520
415	denovo1788	78.88	15	33	76	587	300	H6_AJ291520
416	denovo2901	75.82	10	15	49	306	300.5	I1_FN561559
417	denovo1171	74.73	18	17	58	368	300.5	D1.1_AM748564
418	denovo4553	71.2	21	17	68	368	300.5	D1.1_AM748564
419	denovo4618	81.94	8	33	65	587	300.5	H6_AJ291520
420	denovo3412	80.75	13	31	69	587	300.5	H6_AJ291520
421	denovo1222	71.98	9	17	46	257	301	A133_DQ174725
422	denovo2775	73.81	13	14	50	294	301	F5.1b_AJ291535
423	denovo2775	72.11	14	16	52	294	301	F1_JN558066
424	denovo5503	75.93	12	13	46	295	301	F3.4_AM748570
425	denovo6108	72	12	14	44	250	301.5	A11_EU449041
426	denovo1433	77.29	13	11	33	251	301.5	A15b_EU792886
427	denovo3421	69.92	13	12	52	256	301.5	A136_DQ865210
428	denovo3087	70.21	19	20	73	376	301.5	D1.2_AM748617
429	denovo238	80.69	14	36	62	580	301.5	H6_AJ291520
