* Block Type = 96well
* Chemistry = SYBR_GREEN
* Experiment File Name = E:\KIPlaty\KIPlaty_plate3.eds
* Experiment Run End Time = 2017-11-16 20:29:31 PM EST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	CT	CT Mean	CT SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	AMPNC	HIGHSD	NOAMP	EXPFAIL
E3	KI16bFMD068	D	UNKNOWN	FAM	NFQ-MGB	22.7866	22.7989	0.0174				false	0.01	true	3	21		N	Y	Y	Y
E4	KI16bFMD068	C	UNKNOWN	VIC	NFQ-MGB	37.5522	38.2869	1.0391				false	0.01	true	3	39		N	Y	N	Y
E4	KI16bFMD068	D	UNKNOWN	FAM	NFQ-MGB	22.8112	22.7989	0.0174				false	0.01	true	3	22		N	Y	N	Y
E5	KI17aFMD004	PaxC	UNKNOWN	SYBR	None	21.3508	21.5121	0.2282				false	0.01	true	3	19		N	N	N	N
E6	KI17aFMD004	PaxC	UNKNOWN	SYBR	None	21.6735	21.5121	0.2282				false	0.01	true	3	20		N	N	N	N
E7	KI17aFMD004	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	36.3267					false	0.01	true	3	39		N	N	Y	Y
E7	KI17aFMD004	D	UNKNOWN	FAM	NFQ-MGB	24.1589	24.0428	0.1643				false	0.01	true	3	23		N	N	Y	Y
E8	KI17aFMD004	C	UNKNOWN	VIC	NFQ-MGB	36.3267	36.3267					false	0.01	true	3	39		N	N	N	Y
E8	KI17aFMD004	D	UNKNOWN	FAM	NFQ-MGB	23.9266	24.0428	0.1643				false	0.01	true	3	23		N	N	N	Y
E9	KI15cFMD365	PaxC	UNKNOWN	SYBR	None	18.562	18.7464	0.2608				false	0.01	true	3	17		N	N	N	N
E10	KI15cFMD365	PaxC	UNKNOWN	SYBR	None	18.9309	18.7464	0.2608				false	0.01	true	3	17		N	N	N	N
E11	KI15cFMD365	C	UNKNOWN	VIC	NFQ-MGB	22.6275	22.9602	0.4705				false	0.01	true	3	22		N	Y	N	N
E11	KI15cFMD365	D	UNKNOWN	FAM	NFQ-MGB	36.52	37.0794	0.7912				false	0.01	true	3	35		N	Y	N	N
E12	KI15cFMD365	C	UNKNOWN	VIC	NFQ-MGB	23.2929	22.9602	0.4705				false	0.01	true	3	22		N	Y	N	N
E12	KI15cFMD365	D	UNKNOWN	FAM	NFQ-MGB	37.6389	37.0794	0.7912				false	0.01	true	3	35		N	Y	N	N
F1	KI16bFMD039	PaxC	UNKNOWN	SYBR	None	19.6249	19.2076	0.5901				false	0.01	true	3	18		N	Y	N	N
F2	KI16bFMD039	PaxC	UNKNOWN	SYBR	None	18.7904	19.2076	0.5901				false	0.01	true	3	17		N	Y	N	N
F3	KI16bFMD039	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	Y	Y
F3	KI16bFMD039	D	UNKNOWN	FAM	NFQ-MGB	25.4683	25.4636	0.0066				false	0.01	true	3	24		N	N	Y	Y
F4	KI16bFMD039	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	Y	Y
F4	KI16bFMD039	D	UNKNOWN	FAM	NFQ-MGB	25.4589	25.4636	0.0066				false	0.01	true	3	24		N	N	Y	Y
F5	KI16aFMD160	PaxC	UNKNOWN	SYBR	None	23.6967	27.2048	4.9611				false	0.01	true	3	21		N	Y	N	N
F6	KI16aFMD160	PaxC	UNKNOWN	SYBR	None	30.7128	27.2048	4.9611				false	0.01	true	3	28		N	Y	N	N
F7	KI16aFMD160	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	Y	Y	Y
F7	KI16aFMD160	D	UNKNOWN	FAM	NFQ-MGB	26.804	26.1406	0.9382				false	0.01	true	3	26		N	Y	Y	Y
F8	KI16aFMD160	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	Y	Y	Y
F8	KI16aFMD160	D	UNKNOWN	FAM	NFQ-MGB	25.4772	26.1406	0.9382				false	0.01	true	3	24		N	Y	Y	Y
F9	KI16aFMD206	PaxC	UNKNOWN	SYBR	None	24.956	24.2091	1.0563				false	0.01	true	3	22		N	Y	N	N
F10	KI16aFMD206	PaxC	UNKNOWN	SYBR	None	23.4622	24.2091	1.0563				false	0.01	true	3	21		N	Y	N	N
F11	KI16aFMD206	C	UNKNOWN	VIC	NFQ-MGB	35.5272	32.9418	3.6563				false	0.01	true	3	39		N	Y	N	Y
F11	KI16aFMD206	D	UNKNOWN	FAM	NFQ-MGB	24.4035	24.7447	0.4825				false	0.01	true	3	23		N	Y	N	Y
F12	KI16aFMD206	C	UNKNOWN	VIC	NFQ-MGB	30.3564	32.9418	3.6563				false	0.01	true	3	28		N	Y	N	N
F12	KI16aFMD206	D	UNKNOWN	FAM	NFQ-MGB	25.0859	24.7447	0.4825				false	0.01	true	3	24		N	Y	N	N
G1	KI15cFMD278	PaxC	UNKNOWN	SYBR	None	18.5887	18.038	0.7789				false	0.01	true	3	15		N	Y	N	N
G2	KI15cFMD278	PaxC	UNKNOWN	SYBR	None	17.4872	18.038	0.7789				false	0.01	true	3	15		N	Y	N	N
G3	KI15cFMD278	C	UNKNOWN	VIC	NFQ-MGB	23.1473	23.9593	1.1483				false	0.01	true	3	22		N	Y	N	N
G3	KI15cFMD278	D	UNKNOWN	FAM	NFQ-MGB	28.0662	29.3086	1.7569				false	0.01	true	3	27		N	Y	N	N
G4	KI15cFMD278	C	UNKNOWN	VIC	NFQ-MGB	24.7713	23.9593	1.1483				false	0.01	true	3	24		N	Y	N	N
G4	KI15cFMD278	D	UNKNOWN	FAM	NFQ-MGB	30.5509	29.3086	1.7569				false	0.01	true	3	30		N	Y	N	N
G5	KI16bFMD096	PaxC	UNKNOWN	SYBR	None	18.6718	18.5209	0.2134				false	0.01	true	3	15		N	N	N	N
G6	KI16bFMD096	PaxC	UNKNOWN	SYBR	None	18.37	18.5209	0.2134				false	0.01	true	3	14		N	N	N	N
G7	KI16bFMD096	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	28.9943					false	0.01	true	3	39		N	N	Y	Y
G7	KI16bFMD096	D	UNKNOWN	FAM	NFQ-MGB	22.7197	22.7915	0.1014				false	0.01	true	3	21		N	N	Y	Y
G8	KI16bFMD096	C	UNKNOWN	VIC	NFQ-MGB	28.9943	28.9943					false	0.01	true	3	26		N	N	N	N
G8	KI16bFMD096	D	UNKNOWN	FAM	NFQ-MGB	22.8632	22.7915	0.1014				false	0.01	true	3	22		N	N	N	N
G9	KI16bFMD106	PaxC	UNKNOWN	SYBR	None	25.3076	25.332	0.0345				false	0.01	true	3	24		N	N	N	N
G10	KI16bFMD106	PaxC	UNKNOWN	SYBR	None	25.3564	25.332	0.0345				false	0.01	true	3	24		N	N	N	N
G11	KI16bFMD106	C	UNKNOWN	VIC	NFQ-MGB	29.6787	29.8561	0.2509				false	0.01	true	3	26		N	N	N	N
G11	KI16bFMD106	D	UNKNOWN	FAM	NFQ-MGB	23.9688	24.2905	0.455				false	0.01	true	3	23		N	N	N	N
G12	KI16bFMD106	C	UNKNOWN	VIC	NFQ-MGB	30.0335	29.8561	0.2509				false	0.01	true	3	27		N	N	N	N
G12	KI16bFMD106	D	UNKNOWN	FAM	NFQ-MGB	24.6122	24.2905	0.455				false	0.01	true	3	24		N	N	N	N
H1																		N	N	N	N
H2	NTC	PaxC	NTC	SYBR	None	34.4471	33.5751	1.2331				false	0.01	true	3	33		Y	Y	N	N
H3																		N	N	N	N
H4																		N	N	N	N
H5	KI15cFMD348	PaxC	UNKNOWN	SYBR	None	19.7446	19.4759	0.38				false	0.01	true	3	15		N	N	N	N
H6	KI15cFMD348	PaxC	UNKNOWN	SYBR	None	19.2073	19.4759	0.38				false	0.01	true	3	15		N	N	N	N
H7	KI15cFMD348	C	UNKNOWN	VIC	NFQ-MGB	30.1775	33.5003	4.6992				false	0.01	true	3	29		N	Y	N	N
H7	KI15cFMD348	D	UNKNOWN	FAM	NFQ-MGB	24.8705	25.0833	0.3009				false	0.01	true	3	24		N	Y	N	N
H8	KI15cFMD348	C	UNKNOWN	VIC	NFQ-MGB	36.8231	33.5003	4.6992				false	0.01	true	3	38		N	Y	N	Y
H8	KI15cFMD348	D	UNKNOWN	FAM	NFQ-MGB	25.2961	25.0833	0.3009				false	0.01	true	3	24		N	Y	N	Y
H9	+	PaxC	UNKNOWN	SYBR	None	19.8404	19.8663	0.0366				false	0.01	true	3	19		N	N	N	N
H10	+	PaxC	UNKNOWN	SYBR	None	19.8921	19.8663	0.0366				false	0.01	true	3	18		N	N	N	N
H11	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	N	N
H11	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	N	N
H12																		N	N	N	N
