* Block Type = 96well
* Chemistry = SYBR_GREEN
* Experiment File Name = E:\KIPlaty\KIPlaty_plate1.eds
* Experiment Run End Time = 2017-11-16 16:15:54 PM EST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	CT	CT Mean	CT SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	AMPNC	HIGHSD	NOAMP	EXPFAIL
E8	KI15bFMD245	D	UNKNOWN	FAM	NFQ-MGB	24.7301	24.8052	0.1062				false	0.01	true	3	23		N	N	N	Y
E9	KI15cFMD171	PaxC	UNKNOWN	SYBR	None	35.1277	33.978	1.6259				false	0.01	true	3	32		N	Y	N	N
E10	KI15cFMD171	PaxC	UNKNOWN	SYBR	None	32.8284	33.978	1.6259				false	0.01	true	3	30		N	Y	N	N
E11	KI15cFMD171	C	UNKNOWN	VIC	NFQ-MGB	25.5052	25.6577	0.2157				false	0.01	true	3	25		N	N	Y	Y
E11	KI15cFMD171	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	Y	Y
E12	KI15cFMD171	C	UNKNOWN	VIC	NFQ-MGB	25.8102	25.6577	0.2157				false	0.01	true	3	25		N	N	N	Y
E12	KI15cFMD171	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	N	Y
F1	KI16bFMD006	PaxC	UNKNOWN	SYBR	None	18.4549	18.4327	0.0314				false	0.01	true	3	17		N	N	N	N
F2	KI16bFMD006	PaxC	UNKNOWN	SYBR	None	18.4105	18.4327	0.0314				false	0.01	true	3	17		N	N	N	N
F3	KI16bFMD006	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	Y	Y
F3	KI16bFMD006	D	UNKNOWN	FAM	NFQ-MGB	25.2778	25.1842	0.1324				false	0.01	true	3	24		N	N	Y	Y
F4	KI16bFMD006	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	Y	Y
F4	KI16bFMD006	D	UNKNOWN	FAM	NFQ-MGB	25.0906	25.1842	0.1324				false	0.01	true	3	24		N	N	Y	Y
F5	KI15bFMD239	PaxC	UNKNOWN	SYBR	None	17.9722	17.8924	0.1128				false	0.01	true	3	14		N	N	N	N
F6	KI15bFMD239	PaxC	UNKNOWN	SYBR	None	17.8127	17.8924	0.1128				false	0.01	true	3	15		N	N	N	N
F7	KI15bFMD239	C	UNKNOWN	VIC	NFQ-MGB	34.5573	34.5573					false	0.01	true	3	35		N	N	N	N
F7	KI15bFMD239	D	UNKNOWN	FAM	NFQ-MGB	23.3612	23.4556	0.1335				false	0.01	true	3	22		N	N	N	N
F8	KI15bFMD239	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	34.5573					false	0.01	true	3	39		N	N	Y	Y
F8	KI15bFMD239	D	UNKNOWN	FAM	NFQ-MGB	23.5499	23.4556	0.1335				false	0.01	true	3	22		N	N	Y	Y
F9	KI16aFMD054	PaxC	UNKNOWN	SYBR	None	20.7235	20.6252	0.1391				false	0.01	true	3	16		N	N	N	N
F10	KI16aFMD054	PaxC	UNKNOWN	SYBR	None	20.5268	20.6252	0.1391				false	0.01	true	3	17		N	N	N	N
F11	KI16aFMD054	C	UNKNOWN	VIC	NFQ-MGB	36.5752	33.3492	4.5622				false	0.01	true	3	39		N	Y	N	Y
F11	KI16aFMD054	D	UNKNOWN	FAM	NFQ-MGB	24.6655	24.943	0.3924				false	0.01	true	3	23		N	Y	N	Y
F12	KI16aFMD054	C	UNKNOWN	VIC	NFQ-MGB	30.1233	33.3492	4.5622				false	0.01	true	3	28		N	Y	N	N
F12	KI16aFMD054	D	UNKNOWN	FAM	NFQ-MGB	25.2204	24.943	0.3924				false	0.01	true	3	24		N	Y	N	N
G1	KI16bFMD032	PaxC	UNKNOWN	SYBR	None	20.4138	20.6723	0.3655				false	0.01	true	3	19		N	N	N	N
G2	KI16bFMD032	PaxC	UNKNOWN	SYBR	None	20.9307	20.6723	0.3655				false	0.01	true	3	19		N	N	N	N
G3	KI16bFMD032	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	38.1928					false	0.01	true	3	39		N	N	Y	Y
G3	KI16bFMD032	D	UNKNOWN	FAM	NFQ-MGB	23.5444	23.5736	0.0412				false	0.01	true	3	22		N	N	Y	Y
G4	KI16bFMD032	C	UNKNOWN	VIC	NFQ-MGB	38.1928	38.1928					false	0.01	true	3	39		N	N	N	Y
G4	KI16bFMD032	D	UNKNOWN	FAM	NFQ-MGB	23.6027	23.5736	0.0412				false	0.01	true	3	22		N	N	N	Y
G5	KI15cFMD161	PaxC	UNKNOWN	SYBR	None	13.9086	15.8029	2.6789				false	0.01	true	3	39		N	Y	N	Y
G6	KI15cFMD161	PaxC	UNKNOWN	SYBR	None	17.6972	15.8029	2.6789				false	0.01	true	3	39		N	Y	N	Y
G7	KI15cFMD161	C	UNKNOWN	VIC	NFQ-MGB	28.229	28.288	0.0835				false	0.01	true	3	27		N	N	N	N
G7	KI15cFMD161	D	UNKNOWN	FAM	NFQ-MGB	33.9181	33.8587	0.0841				false	0.01	true	3	33		N	N	N	N
G8	KI15cFMD161	C	UNKNOWN	VIC	NFQ-MGB	28.3471	28.288	0.0835				false	0.01	true	3	28		N	N	N	N
G8	KI15cFMD161	D	UNKNOWN	FAM	NFQ-MGB	33.7992	33.8587	0.0841				false	0.01	true	3	33		N	N	N	N
G9	KI16aFMD047	PaxC	UNKNOWN	SYBR	None	17.0517	17.2389	0.2648				false	0.01	true	3	15		N	N	N	N
G10	KI16aFMD047	PaxC	UNKNOWN	SYBR	None	17.4262	17.2389	0.2648				false	0.01	true	3	15		N	N	N	N
G11	KI16aFMD047	C	UNKNOWN	VIC	NFQ-MGB	33.7998	31.4032	3.3893				false	0.01	true	3	39		N	Y	N	Y
G11	KI16aFMD047	D	UNKNOWN	FAM	NFQ-MGB	22.9924	23.2842	0.4126				false	0.01	true	3	22		N	Y	N	Y
G12	KI16aFMD047	C	UNKNOWN	VIC	NFQ-MGB	29.0066	31.4032	3.3893				false	0.01	true	3	26		N	Y	N	N
G12	KI16aFMD047	D	UNKNOWN	FAM	NFQ-MGB	23.5759	23.2842	0.4126				false	0.01	true	3	22		N	Y	N	N
H1																		N	N	N	N
H2	NTC	PaxC	NTC	SYBR	None	Undetermined						false	0.01	true	3	39		N	N	N	N
H3	+	C	UNKNOWN	VIC	NFQ-MGB	27.5488	27.5904	0.0587				false	0.01	true	3	27		N	N	N	N
H3	+	D	UNKNOWN	FAM	NFQ-MGB	30.6865	30.7775	0.1287				false	0.01	true	3	30		N	N	N	N
H4	+	C	UNKNOWN	VIC	NFQ-MGB	27.6319	27.5904	0.0587				false	0.01	true	3	27		N	N	N	N
H4	+	D	UNKNOWN	FAM	NFQ-MGB	30.8685	30.7775	0.1287				false	0.01	true	3	30		N	N	N	N
H5	KI15cFMD159	PaxC	UNKNOWN	SYBR	None	20.9319	21.22	0.4074				false	0.01	true	3	19		N	N	N	N
H6	KI15cFMD159	PaxC	UNKNOWN	SYBR	None	21.5081	21.22	0.4074				false	0.01	false	11	20		N	N	N	N
H7	KI15cFMD159	C	UNKNOWN	VIC	NFQ-MGB	24.0244	24.2463	0.3138				false	0.01	true	3	23		N	N	Y	Y
H7	KI15cFMD159	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	Y	Y
H8	KI15cFMD159	C	UNKNOWN	VIC	NFQ-MGB	24.4682	24.2463	0.3138				false	0.01	true	3	23		N	N	N	Y
H8	KI15cFMD159	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	N	Y
H9	+	PaxC	UNKNOWN	SYBR	None	19.6457	19.6089	0.052				false	0.01	true	3	18		N	N	N	N
H10	+	PaxC	UNKNOWN	SYBR	None	19.5722	19.6089	0.052				false	0.01	true	3	19		N	N	N	N
H11	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	N	N
H11	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.01	true	3	39		N	N	N	N
H12																		N	N	N	N
