site,fieldseason_site,field_season,geo_region,fpressure,flevel,nut_time_sample,nut_sample_id,nitrate_plus_nitrite_uM_mean,nitrate_plus_nitrite_uM_se,Flag.Nitrate_plus_Nitrite,silicate_uM_mean,silicate_uM_se,Flag.Silicate,phosphate_uM_mean,phosphate_uM_se,Flag.Phosphate,nutrient_comments,prod_aq_date_sample,prod_aq_time_sample,prod_mean_aq,prod_se_aq,rain_aq,wind_aq,notes_aquafluor,prod_f_date_collected,prod_f_time_sample,prod_f_packet_number,prod_f_sample_id,prod_mean_f,prod_se_f,turb_aq_date_sample,turb_aq_time_sample,turb_mean_aq,turb_se_aq,rain_turb_aq,wind_turb_aq,notes_turb_aquafluor,ysi_date_sample,ysi_temp_mean_1m,ysi_temp_se_1m,ysi_salinity_mean_1m,ysi_salinity_se_1m,ysi_DO_mean_1m,ysi_DO_se_1m,ysi_DO_mgL_mean_1m,ysi_DO_mgL_se_1m,ysi_pH_mean_1m,ysi_pH_se_1m,vis_date_observed,visibility_m,long,lat,npp_mean_sat,npp_min_sat,npp_max_sat,npp_sd_sat,npp_interann_sd_sat,npp_flag_sat,wave_mean_sat,wave_sd_sat,wave_interann_sd_sat,wave_wind_fetch_sat,wave_ww3_res_sat
5,2015a_5,2015a,vaskess,Very low,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016b_5,2016b,vaskess,Very low,1,13:48,KI16b_03_N1,6.256666667,NA,NA,10.8,NA,4,0.650166667,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,11-Nov-16,13:48,7,KI16b_7,0.018098988,0.001076674,NA,NA,NA,NA,NA,NA,NA,13-Nov-16,25.8,0.1,34.9,0.005773503,87.83333333,0.633333333,5.873333333,0.041766547,NA,NA,11-Nov-16,40,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",4-Apr-16,28.4,0.5,36.7875,1.973771242,86.075,0.572094106,5.42,0.031358146,7.91,0.010801234,25-Mar-16,35,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",25-Mar-16,28.7,0,31.545,2.941599622,85.95,0.879867414,5.3425,0.039660013,7.91,0.004082483,25-Mar-16,35,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2018_5,2018,vaskess,Very low,1,9:15,KI18SW011_N1,2.11,NA,NA,1.016666667,NA,NA,0.295333333,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-Jun-18,28.6,0,34.24,0.005773503,91,0.6244998,5.836666667,0.026034166,7.96,0.04,NA,NA,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",25-Mar-16,28.7,0,31.545,2.941599622,85.95,0.879867414,5.3425,0.039660013,7.91,0.004082483,4-Apr-16,20,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",26-Mar-16,29,0,37.045,0.002886751,93.475,0.469707356,5.845,0.032274861,7.915,0.008660254,26-Mar-16,35,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2014_5,2014,vaskess,Very low,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",4-Apr-16,28.4,0.5,36.7875,1.973771242,86.075,0.572094106,5.42,0.031358146,7.91,0.010801234,4-Apr-16,20,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2015b_5,2015b,vaskess,Very low,1,10:30,KI15bNUT_025,3.38,NA,NA,10.87333333,NA,4,0.712666667,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,5/9/2015,10:30,1.818666667,0.39004373,Y,N,,9/5/2015,15:15,25,KI15b_25,0.084197609,0.004281614,5/9/2015,10:30,-1.556666667,0.217677386,Y,N,,5/9/2015,28.9,0,43.79333333,0.003333333,87.56666667,0.633333333,5.293333333,0.03929942,7.963333333,0.003333333,9/5/2015,18.288,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2015c_5,2015c,vaskess,Very low,1,9:25,KI15cNUT17_N1,1.373333333,NA,NA,13.71333333,NA,4,0.451333333,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,NA,NA,NA,NA,NA,NA,NA,12/7/2015,9:25,19,KI15c_19,0.177024891,0.005157592,NA,NA,NA,NA,NA,NA,NA,12/7/2015,29.6,0,35.60666667,0.021858128,96.33333333,0.333333333,NA,NA,8.056666667,0.018559215,12-Jul-15,18.288,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016b_5,2016b,vaskess,Very low,1,13:48,KI16b_03_N1,6.256666667,NA,NA,10.8,NA,4,0.650166667,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,11-Nov-16,13:48,7,KI16b_7,0.018098988,0.001076674,NA,NA,NA,NA,NA,NA,NA,11-Nov-16,25.8,NA,35.03,NA,83,NA,5.51,NA,NA,NA,13-Nov-16,30,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016b_5,2016b,vaskess,Very low,1,13:48,KI16b_03_N1,6.256666667,NA,NA,10.8,NA,4,0.650166667,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,11-Nov-16,13:48,7,KI16b_7,0.018098988,0.001076674,NA,NA,NA,NA,NA,NA,NA,13-Nov-16,25.8,0.1,34.9,0.005773503,87.83333333,0.633333333,5.873333333,0.041766547,NA,NA,13-Nov-16,30,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",26-Mar-16,29,0,37.045,0.002886751,93.475,0.469707356,5.845,0.032274861,7.915,0.008660254,25-Mar-16,35,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016b_5,2016b,vaskess,Very low,1,13:48,KI16b_03_N1,6.256666667,NA,NA,10.8,NA,4,0.650166667,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,11-Nov-16,13:48,7,KI16b_7,0.018098988,0.001076674,NA,NA,NA,NA,NA,NA,NA,11-Nov-16,25.8,NA,35.03,NA,83,NA,5.51,NA,NA,NA,11-Nov-16,40,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",26-Mar-16,29,0,37.045,0.002886751,93.475,0.469707356,5.845,0.032274861,7.915,0.008660254,4-Apr-16,20,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",4-Apr-16,28.4,0.5,36.7875,1.973771242,86.075,0.572094106,5.42,0.031358146,7.91,0.010801234,26-Mar-16,35,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2017_5,2017,vaskess,Very low,1,NONE,KI17SW001_N3,2.486666667,NA,NA,1.49,NA,NA,0.318,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Jul-17,28.1,0,35.24666667,0.003333333,75.93333333,0.066666667,NA,NA,8.003333333,0.012018504,7-Jul-17,30,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
5,2016a_5,2016a,vaskess,Very low,1,16:00,K116aSW009_N1,1.9,NA,NA,5.68,NA,4,0.351,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,25-Mar-16,,1.01,1.84236976,N,Y,"Started sampling 0920h, light wind",25-Mar-16,16:00,009_CHL1,KI16a009_CHL1,0.080629124,0.023701123,25-Mar-16,,2.376333333,0.27352412,N,Y,"Started sampling 0920h, light wind",25-Mar-16,28.7,0,31.545,2.941599622,85.95,0.879867414,5.3425,0.039660013,7.91,0.004082483,26-Mar-16,35,-157.481,1.84,899.9802718,784.7768677,1031.55169,54.70341628,78.37736728,1,24.90151463,5.945047516,2.532712895,0,1
8,2016a_8,2016a,s.lagoon,Medium,3,13:21,K116aSW001_N1,4.706666667,NA,NA,5.373333333,NA,4,0.382,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,17-Mar-16,,5.65,NA,Y,Y,heavy rain overnight,17-Mar-16,13:21,001_CHL1,KI16a001_CHL1,0.033772338,0.013202055,17-Mar-16,,0.003,NA,Y,Y,heavy rain overnight,19-Mar-16,28.625,0.025,35.3375,0.011086779,92.375,0.34247871,5.885,0.018929694,7.985,0.005,17-Mar-16,25,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2017_8,2017,s.lagoon,Medium,3,8:15,KI17SW007_N3,3.82,NA,NA,1.736666667,NA,NA,0.410333333,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-Jul-17,28,0,35.17,0.005773503,88.7,0.251661148,5.76,0.005773503,7.973333333,0.014529663,10-Jul-17,20,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2015a_8,2015a,s.lagoon,Medium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/2/2015,15.42,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2014_8,2014,s.lagoon,Medium,3,8:45,K114SW03_N1,2.623333333,0.032829526,NA,10.65,0.856874164,NA,0.597,0.080102018,NA,NA,8/23/2014,NA,4.713333333,0.321017826,N,Y,,8/23/2014,8:45,10,KI14_10,0.412047396,0.106047572,8/23/2014,NA,0.482,0.171029237,N,Y,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/9/2014,18.3,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2016a_8,2016a,s.lagoon,Medium,3,13:21,K116aSW001_N1,4.706666667,NA,NA,5.373333333,NA,4,0.382,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,17-Mar-16,,5.65,NA,Y,Y,heavy rain overnight,17-Mar-16,13:21,001_CHL1,KI16a001_CHL1,0.033772338,0.013202055,17-Mar-16,,0.003,NA,Y,Y,heavy rain overnight,17-Mar-16,29,NA,35,NA,NA,NA,NA,NA,7.01,NA,24-Mar-16,15,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2018_8,2018,s.lagoon,Medium,3,11:26,KI18SW003_N1,3.28,NA,NA,1.663333333,NA,NA,0.417,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-Jun-18,28.3,0,34.41333333,0.031797973,86.73333333,0.32829526,5.516666667,0.020275875,7.93,0.01,NA,NA,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2016a_8,2016a,s.lagoon,Medium,3,13:21,K116aSW001_N1,4.706666667,NA,NA,5.373333333,NA,4,0.382,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,17-Mar-16,,5.65,NA,Y,Y,heavy rain overnight,17-Mar-16,13:21,001_CHL1,KI16a001_CHL1,0.033772338,0.013202055,17-Mar-16,,0.003,NA,Y,Y,heavy rain overnight,17-Mar-16,29,NA,35,NA,NA,NA,NA,NA,7.01,NA,17-Mar-16,25,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2015c_8,2015c,s.lagoon,Medium,3,8:45,KI15cNUT11_N1,1.096666667,NA,NA,11.11666667,NA,4,0.393,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,14-07-2015,13:03,7.331666667,0.130899877,N,N,,14/07/2015,8:45,25,KI15c_25,0.243496688,0.001760881,14-07-2015,13:03,-0.454333333,0.172505394,N,N,,14-07-2015,29.83333333,0.033333333,35.45666667,0.020275875,84.66666667,0.881917104,NA,NA,8.066666667,0.013333333,NA,NA,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2016a_8,2016a,s.lagoon,Medium,3,13:21,K116aSW001_N1,4.706666667,NA,NA,5.373333333,NA,4,0.382,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,17-Mar-16,,5.65,NA,Y,Y,heavy rain overnight,17-Mar-16,13:21,001_CHL1,KI16a001_CHL1,0.033772338,0.013202055,17-Mar-16,,0.003,NA,Y,Y,heavy rain overnight,19-Mar-16,28.625,0.025,35.3375,0.011086779,92.375,0.34247871,5.885,0.018929694,7.985,0.005,24-Mar-16,15,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2016b_8,2016b,s.lagoon,Medium,3,12:00,KI16b_012_N1,7,NA,NA,4.33,NA,4,0.502666667,NA,NA,NUTS:  Silicate values should be viewed with suspicion as samples were collected and stored in glass vials,NA,NA,NA,NA,NA,NA,NA,18-Nov-16,12:00,34,KI16b_34,0.015288513,0.001501647,NA,NA,NA,NA,NA,NA,NA,20-Nov-16,26,0,34.88,0.005773503,95.56666667,0.033333333,6.386666667,0.029059326,7.89,0.011547005,19-Nov-16,35,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
8,2015b_8,2015b,s.lagoon,Medium,3,12:30,KI15bNUT_016,2.556666667,NA,NA,10.59666667,NA,4,0.494333333,NA,NA,SIL:  Samples collected in glass vials and therefore silicate values probably contaminated,5/4/2015,12:30,5.295666667,0.123095266,N,N,,4/5/2015,12:30,16,KI15b_16,0.054740108,0.009708519,5/4/2015,12:30,-0.840666667,0.16469804,N,N,,5/4/2015,29.1,0,35.11,0.01,98.73333333,0.233333333,6.21,0.043588989,7.996666667,0.008819171,4/5/2015,24.384,-157.552,1.886,964.6187241,891.8628195,1077.882561,43.55847509,63.9545845,1,24.82366817,6.160954854,2.542199623,0,1
