otu	sim	del	ins	mis	len	score	hit
101	denovo1384	74.73	18	17	58	368	300.5	D1.1_AM748564
102	denovo1605	81.94	8	33	65	587	300.5	H6_AJ291520
103	denovo2552	80.75	13	31	69	587	300.5	H6_AJ291520
104	denovo332	73.81	13	14	50	294	301	F5.1b_AJ291535
105	denovo332	72.11	14	16	52	294	301	F1_JN558066
106	denovo1216	75.93	12	13	46	295	301	F3.4_AM748570
107	denovo727	73.2	14	15	38	250	302	A115_AF180123
108	denovo1498	69.6	8	14	54	250	302.5	A119_AF180121
109	denovo2254	72.44	18	12	48	283	302.5	C35.1_AY765401
110	denovo1542	73.59	11	16	48	284	303	F4.5_AM748585
111	denovo542	71.02	19	13	50	283	303.5	C35.1_AY765401
112	denovo2228	70.85	11	19	56	295	304	F3.4b_AM748616
113	denovo1041	74.61	14	13	38	256	305	A136_DQ865210
114	denovo1547	71.23	26	12	44	285	305.5	B31a_GU907646
115	denovo1547	67.8	26	10	59	295	305.5	B1.IV_Green2014
116	denovo1203	81.6	7	25	76	587	305.5	H6_AJ291520
117	denovo838	76.47	12	12	36	255	306.5	A111_AB190280
118	denovo1271	72.13	11	13	56	287	306.5	G3.1_KC597688
119	denovo1890	75.59	11	16	45	295	307	F3.4_AM748570;F3.4b_AM748616
120	denovo962	74.11	11	12	50	282	309	F3.1a_AM748566
121	denovo1220	72.88	12	16	55	306	309	I1_FN561559
122	denovo501	73.9	9	12	56	295	309.5	F3.3_AM748569
123	denovo442	76.33	13	17	59	376	309.5	D1.2_AM748617
124	denovo2025	74.11	8	15	50	282	310	F4.3a_AM748579
125	denovo351	72.22	19	13	53	306	310	I3_FN561561
126	denovo1450	75.85	11	18	42	294	310.5	F5.2c_AM748596
127	denovo2210	73.13	12	14	53	294	310.5	F5.2f_AJ291512
128	denovo821	74.51	13	15	50	306	310.5	I1_FN561559
129	denovo1188	73.86	13	16	51	306	311	I2_FN561560
130	denovo830	74.49	15	11	49	294	312.5	F5.2g_JN558072
131	denovo2056	73.22	10	15	54	295	313	F3.4_AM748570;F3.4b_AM748616
132	denovo1089	76.53	12	15	42	294	313.5	F1_JN558066
133	denovo2848	72.34	21	19	64	376	314	D1.2_AM748617
134	denovo2292	73.53	15	12	54	306	314.5	I1_FN561559
135	denovo1926	77.2	10	11	36	250	315	A115_AF180123
136	denovo2325	73.24	12	18	50	299	315	F3.2_AM748567
137	denovo1371	71.57	10	10	67	306	315	I2_FN561560
138	denovo1029	75.85	13	15	43	294	315.5	F5.2c_AM748596
139	denovo1530	75	10	16	50	304	316	F114_AJ291525
140	denovo2383	78.23	11	16	37	294	316.5	F5.2g_JN558072
141	denovo1163	72.54	12	15	51	284	317	F109_AJ291527
142	denovo1085	74.83	11	13	50	294	317	F1_JN558066
143	denovo2265	75.82	16	18	55	368	317	D1.1_AM748564
144	denovo637	75.16	16	14	46	306	317.5	I4_FN561562
145	denovo1394	72.87	14	22	66	376	317.5	D1.2_AM748617
146	denovo590	70.75	14	15	57	294	318	F5.2g_JN558072
147	denovo1954	69.57	11	12	68	299	318	F3.2_AM748567
148	denovo2432	71.54	25	20	62	376	318.5	D1.2_AM748617
149	denovo1484	81.26	21	32	57	587	318.5	H6_AJ291520
150	denovo2136	71.99	14	13	52	282	319	F4.3a_AM748579
151	denovo1378	72.55	16	18	50	306	319	I1_FN561559
152	denovo858	83.3	16	26	51	557	320	H6_AJ291520
153	denovo2392	76.87	13	15	40	294	320.5	F5.1c_AM748593
154	denovo708	74.15	11	16	49	294	320.5	F5.2c_AM748596
155	denovo1529	75.33	9	15	51	304	321	F114_AJ291525
156	denovo964	73.2	9	16	57	306	321.5	I4_FN561562
157	denovo173	79.26	12	18	32	299	322	F3.2a_AM748568
158	denovo8	73.81	14	15	48	294	323	F5.1c_AM748593
159	denovo8	71.77	14	15	54	294	323	F5.1a_AM748591
160	denovo1427	72.6	11	15	51	281	323.5	F4.6_AM748586
161	denovo4	76.87	13	15	40	294	325.5	F1_JN558066
162	denovo11	75.17	11	14	48	294	325.5	F1_JN558066
163	denovo2421	72.22	14	13	58	306	326	I3_FN561561
164	denovo2326	70.74	15	16	79	376	326	D1.2_AM748617
165	denovo2166	77.51	16	34	82	587	326	H6_AJ291520
166	denovo961	71.88	10	11	51	256	326.5	A136_DQ865210
167	denovo2465	73.47	13	14	51	294	326.5	F5.2g_JN558072
168	denovo772	74.01	15	12	52	304	326.5	F3.1a_AM748566
169	denovo2242	76.8	7	14	50	306	326.5	I1_FN561559
170	denovo2433	78.64	10	15	38	295	327	F3.4_AM748570;F3.4b_AM748616
171	denovo1238	70.31	14	12	50	256	327.5	A136_DQ865210
172	denovo225	66.67	20	11	67	294	327.5	F5.1_AM748592
173	denovo225	65.65	17	11	73	294	327.5	F5.1a_AM748591
174	denovo1272	79.56	13	39	68	587	327.5	H6_AJ291520
175	denovo168	74.47	9	21	66	376	328	D1.2_AM748617
176	denovo1210	75.82	17	16	41	306	328.5	I1_FN561559
177	denovo1905	78.99	8	18	53	376	328.5	D1.2_AM748617
178	denovo579	74.65	8	17	47	284	329	F4.5_AM748585
179	denovo1867	70.23	17	11	61	299	329	F3.2a_AM748568
180	denovo791	73.53	9	12	60	306	329	I1_FN561559
181	denovo2824	72.88	13	16	54	306	330	I2_FN561560
182	denovo2423	75	16	13	47	304	330.5	F3.1_AM748565
183	denovo496	72.79	17	15	48	294	331	F5.1a_AM748591
184	denovo378	69.61	13	12	68	306	331	I1_FN561559
185	denovo601	74.67	8	18	51	304	332	F3.1a_AM748566
186	denovo1844	71.38	14	12	61	304	332	F3.1_AM748565
187	denovo2837	74.32	16	18	41	292	332.5	F2_AJ830908
188	denovo2089	81.09	13	33	65	587	332.5	H6_AJ291520
189	denovo1460	78.36	19	31	77	587	333	H6_AJ291520
190	denovo219	73.02	11	10	54	278	334	B119_EU099825
191	denovo1097	72.88	18	14	51	306	334	I1_FN561559
192	denovo2791	70.92	10	13	66	306	334	I1_FN561559
193	denovo2656	73.03	10	16	56	304	334.5	F3.1a_AM748566
194	denovo1187	77.59	13	13	41	299	335	F3.2a_AM748568
195	denovo946	74.18	14	14	51	306	335	I3_FN561561
196	denovo2160	74.83	14	17	43	294	337.5	F5.2f_AJ291512
197	denovo299	71.54	20	15	72	376	337.5	D1.2_AM748617
198	denovo984	69.61	19	17	57	306	338	I1_FN561559
199	denovo2797	75	15	21	58	376	339.5	D1.2_AM748617
200	denovo2696	76.92	13	12	44	299	340.5	F3.2_AM748567
201	denovo1168	70.57	20	10	53	282	341	F4.3a_AM748579
202	denovo1585	78.25	21	34	72	584	343	H6_AJ291520
203	denovo2077	72.94	17	13	39	255	344.5	A106_AB207200
204	denovo2077	72.55	17	10	43	255	344.5	A104_AB207203
205	denovo2726	76.53	10	13	46	294	345	F1_JN558066
206	denovo201	78.71	17	33	75	587	345.5	H6_AJ291520
207	denovo2603	76.06	6	22	62	376	346	D1.2_AM748617
208	denovo1756	72.45	19	18	44	294	346.5	F5.1d_JN558069
209	denovo12	70.11	26	9	49	281	347	F4.2c_AM748577
210	denovo729	74.73	11	16	68	376	347	D1.2_AM748617
211	denovo2111	71.57	17	15	55	306	347.5	I4_FN561562
212	denovo1398	76.8	9	13	49	306	348	I1_FN561559
213	denovo2004	75.49	8	18	49	306	348	I4_FN561562;I3_FN561561
214	denovo1881	70.59	22	13	55	306	348	I1_FN561559
215	denovo2576	75.35	14	13	43	284	348.5	F109_AJ291527
216	denovo2576	74.65	15	12	45	284	348.5	F4.8_AM748588
217	denovo2024	77.72	14	17	51	368	349	D1.1_AM748564
218	denovo636	72.55	11	17	56	306	349.5	I2_FN561560
219	denovo460	78.1	8	15	44	306	350.5	I2_FN561560;I1_FN561559
220	denovo1651	74.18	13	12	54	306	351	I4_FN561562;I3_FN561561
221	denovo1342	73.9	16	13	48	295	351.5	F3.4_AM748570
222	denovo1359	75	9	19	66	376	352.5	D1.2_AM748617
223	denovo1697	74.83	8	12	54	294	355	F5.2f_AJ291512
224	denovo336	73.84	12	18	43	279	356	B1.VI_Green2014
225	denovo1031	77.3	9	11	44	282	356	F4.4_AM748582
226	denovo2103	72.55	20	16	48	306	356	I1_FN561559
227	denovo2103	72.22	19	14	52	306	356	I4_FN561562;I3_FN561561
228	denovo1850	75	10	20	64	376	356	D1.2_AM748617
229	denovo124	70.75	20	12	54	294	356.5	F5.2g_JN558072
230	denovo2119	75.16	10	15	51	306	358	I1_FN561559
231	denovo1170	71.24	11	17	60	306	358	I1_FN561559
232	denovo295	77.26	17	13	38	299	358.5	F3.2a_AM748568
233	denovo363	77.96	8	18	41	304	358.5	F3.1_AM748565
234	denovo1454	76.47	15	15	42	306	358.5	I2_FN561560
235	denovo2843	75	13	15	43	284	359	F110_AJ291526
236	denovo1182	68.75	14	9	72	304	359	F3.1a_AM748566
237	denovo2389	76.19	7	11	52	294	360	F5.2e_AJ291533
238	denovo2177	75.51	13	13	46	294	360.5	F5.2g_JN558072
239	denovo1773	76.8	16	18	37	306	361	I1_FN561559
240	denovo2118	74.3	13	13	47	284	362	F110_AJ291526
241	denovo696	72.88	15	14	54	306	362.5	I2_FN561560
242	denovo483	68.75	15	9	56	256	363	A136_DQ865210
243	denovo2286	71.88	13	14	54	288	363	B6_AF499783
244	denovo2406	71.24	12	16	60	306	363.5	I1_FN561559
245	denovo1499	73.24	17	14	45	284	364	F109_AJ291527
246	denovo1002	70.57	17	10	61	299	364	F3.2a_AM748568
247	denovo135	72.14	22	10	46	280	365	F4.2b_AM748576
248	denovo2699	67.32	10	13	77	306	365	I1_FN561559
249	denovo1308	74.25	19	10	48	299	367	F3.2a_AM748568;F3.2_AM748567
250	denovo1237	71.05	15	12	61	304	367	F3.1a_AM748566
251	denovo1941	77.12	9	20	41	306	367	I2_FN561560
252	denovo1308	74.18	14	15	50	306	367	I1_FN561559
253	denovo1578	73.67	15	13	46	281	367.5	F4.2c_AM748577
254	denovo1578	76.59	17	14	39	299	367.5	F3.2a_AM748568
255	denovo2449	77.12	10	17	43	306	368	I4_FN561562;I3_FN561561
256	denovo484	75.82	12	15	47	306	369.5	I3_FN561561
257	denovo1507	73.94	18	10	46	284	370	F4.8_AM748588;F4.8b_AM748590;F4.8a_AM748589
258	denovo1507	73.94	18	9	47	284	370	F109_AJ291527
259	denovo1973	73.13	12	15	52	294	370	F5.2f_AJ291512
260	denovo965	72.7	13	7	63	304	370	F3.1a_AM748566
261	denovo1299	76.47	8	14	50	306	370	I1_FN561559
262	denovo1302	71.13	10	10	62	284	371	F110_AJ291526
263	denovo1764	72.91	11	14	56	299	371	F3.2a_AM748568
264	denovo582	70.59	12	8	55	255	371.5	A103_AB207206;A130_EF656428
265	denovo856	73.13	15	11	53	294	371.5	F5.1a_AM748591;F5.1_AM748592
266	denovo362	72.54	18	13	50	295	372	F3.4b_AM748616
267	denovo1314	70.46	17	9	57	281	372.5	F4.4a_AM748583
268	denovo2709	73.59	13	16	46	284	372.5	F110_AJ291526
269	denovo146	73.53	13	14	54	306	372.5	I2_FN561560
270	denovo1069	70.11	18	12	54	281	373	F4.4a_AM748583
271	denovo1583	72.58	9	17	56	299	373	F3.2a_AM748568
272	denovo27	72.88	13	18	52	306	373	I1_FN561559
273	denovo2149	68.13	13	8	59	251	374.5	A140_EU074930
274	denovo347	71.24	10	13	65	306	374.5	I4_FN561562;I3_FN561561
275	denovo2026	71.71	16	8	47	251	376	A142_EU074932
276	denovo313	75.25	15	16	43	299	376	F3.2a_AM748568
277	denovo2174	74.67	10	11	56	304	376	F3.1a_AM748566
278	denovo2321	71.9	11	9	66	306	376	I1_FN561559
279	denovo919	71.76	16	10	46	255	376.5	A1.1/A13_AF333504
280	denovo919	70.26	14	11	66	306	376.5	I4_FN561562;I3_FN561561
281	denovo1051	78.26	10	19	36	299	377	F3.2_AM748567
282	denovo410	71.91	18	10	56	299	377.5	F3.2a_AM748568
283	denovo2411	75.17	17	13	43	294	378	F5.1c_AM748593
284	denovo1490	75.09	10	13	47	281	378.5	F112_AJ291528
285	denovo854	77.45	12	13	44	306	378.5	I4_FN561562;I3_FN561561
286	denovo2762	74.65	18	12	42	284	379	F110_AJ291526
287	denovo308	73.2	14	15	53	306	379.5	I4_FN561562
288	denovo308	73.53	13	13	55	306	379.5	I3_FN561561
289	denovo1910	69.61	16	14	63	306	380	I1_FN561559
290	denovo2448	74.71	12	13	40	257	381	A4.3_FN429763
291	denovo2008	74.65	15	9	48	284	381	F110_AJ291526
292	denovo809	72.54	17	8	53	284	381	F110_AJ291526
293	denovo467	73.86	13	15	52	306	381.5	I2_FN561560
294	denovo2261	72.55	15	14	55	306	381.5	I1_FN561559
295	denovo2338	73.97	10	14	52	292	382.5	F2_AJ830908
296	denovo2201	72.24	13	14	56	299	384.5	F3.2a_AM748568
297	denovo90	73.44	12	10	46	256	385	A136_DQ865210
298	denovo1786	72.18	14	16	49	284	385.5	F110_AJ291526
299	denovo2151	73.44	12	14	42	256	386	A136_DQ865210
300	denovo2230	76.92	13	16	40	299	386	F3.2_AM748567
301	denovo1553	74.58	18	13	45	299	386	F3.2_AM748567
302	denovo2669	74.58	9	14	53	299	386	F3.2_AM748567
303	denovo1357	72.37	9	10	65	304	386	F114_AJ291525
304	denovo436	74.65	8	9	55	284	386.5	F110_AJ291526
305	denovo382	74.51	13	16	49	306	387	I3_FN561561
306	denovo1088	72.88	13	16	54	306	387	I2_FN561560
307	denovo2777	68.53	18	5	56	251	388	A7_AY239360
308	denovo1331	72.89	16	10	51	284	388	F110_AJ291526
309	denovo1787	74.92	18	16	41	299	388	F3.2a_AM748568
310	denovo357	75.66	16	11	47	304	388	F114_AJ291525
311	denovo2822	74.18	18	12	49	306	388	I1_FN561559
312	denovo1761	77.11	11	13	41	284	388.5	F109_AJ291527
313	denovo1433	72.79	14	12	54	294	389	F5.1d_JN558069
314	denovo1871	69.23	11	14	67	299	389	F3.2a_AM748568
315	denovo338	73.36	15	11	55	304	389	F114_AJ291525
316	denovo1772	74.92	12	12	50	295	389.5	F3.3_AM748569
317	denovo1150	77.45	15	16	38	306	390	I3_FN561561
318	denovo2567	72.55	16	9	45	255	391	A1.1/A13_AF333504
319	denovo549	70.92	15	13	54	282	391	F4.4_AM748582
320	denovo2496	73.2	16	16	50	306	391	I1_FN561559
321	denovo930	74.18	16	12	51	306	391	I1_FN561559
322	denovo1076	75.51	12	14	46	294	391.5	F5.2d_AJ291530;F5.2c_AM748596
323	denovo1141	77.05	16	16	35	292	393	F2b_AJ291521
324	denovo890	73.2	11	12	59	306	393	I4_FN561562
325	denovo2802	74.24	10	17	49	295	393.5	F3.4b_AM748616;F3.4a_AM748571
326	denovo2519	73.36	15	13	53	304	393.5	F114_AJ291525
327	denovo17	75.49	7	14	54	306	393.5	I1_FN561559
328	denovo107	69.28	17	11	66	306	393.5	I4_FN561562;I3_FN561561
329	denovo535	71.09	23	13	49	294	394	F1_JN558066
330	denovo437	76.8	12	17	42	306	394	I1_FN561559
331	denovo1325	73.9	13	14	50	295	395	F3.4a_AM748571
332	denovo1093	74.18	11	15	53	306	395.5	I4_FN561562
333	denovo878	70.59	17	11	62	306	395.5	I1_FN561559
334	denovo2641	73.29	18	10	50	292	396	F2_AJ830908
335	denovo534	73.22	13	14	52	295	396.5	F3.4a_AM748571
336	denovo2009	74.34	11	13	54	304	397	F3.1_AM748565
337	denovo448	72.16	10	14	47	255	397.5	A1.1/A13_AF333504
338	denovo2199	76.41	9	10	48	284	397.5	F110_AJ291526
339	denovo450	77.78	13	13	42	306	397.5	I4_FN561562;I3_FN561561
340	denovo661	70.46	14	15	54	281	398	F112_AJ291528
341	denovo2783	73.47	14	12	52	294	398	F5.2g_JN558072
342	denovo566	76.76	9	13	44	284	398.5	F109_AJ291527
343	denovo364	70.55	15	10	61	292	398.5	F2b_AJ291521
344	denovo2102	74.92	16	13	45	295	398.5	F3.4_AM748570
345	denovo2052	75.25	11	19	44	299	399	F3.2_AM748567
346	denovo1252	78.91	10	10	42	294	399.5	F5.1a_AM748591
347	denovo150	76.59	12	13	45	299	399.5	F3.2a_AM748568
348	denovo633	71.31	10	12	50	251	400	A7_AY239360
349	denovo926	72.44	16	11	51	283	400	B33_GU907648
350	denovo443	72.88	10	15	55	295	400	F3.4b_AM748616
351	denovo443	72.91	13	13	55	299	400	F3.2a_AM748568
352	denovo2047	72.04	15	13	57	304	400	F3.1_AM748565;F114_AJ291525
353	denovo1147	74.51	16	16	46	306	400	I2_FN561560
354	denovo2595	71.24	17	13	58	306	400	I1_FN561559
355	denovo1790	76.47	12	9	39	255	400.5	A113_AF184948
356	denovo342	71.19	16	13	56	295	400.5	F3.4a_AM748571
357	denovo2502	78.62	16	21	28	304	400.5	F3.1_AM748565;F3.1a_AM748566;F114_AJ291525
358	denovo1863	76.32	13	10	49	304	400.5	F3.1_AM748565;F114_AJ291525
359	denovo1387	73.47	12	15	51	294	401	F5.1_AM748592
360	denovo1086	76.95	9	14	45	295	401	F3.3_AM748569
361	denovo1965	70.23	14	15	60	299	401	F3.2_AM748567
362	denovo421	75.33	10	18	47	304	401	F114_AJ291525
363	denovo279	71.57	12	16	59	306	401	I1_FN561559
364	denovo678	71.02	11	11	60	283	401.5	F4.7_AM748587
365	denovo860	74.22	12	10	44	256	402	A136_DQ865210
366	denovo1873	70.82	14	10	58	281	402	F112_AJ291528
367	denovo2631	77.93	7	19	40	299	402.5	F3.2a_AM748568
368	denovo2506	75.49	13	14	36	257	403	A133_DQ174725
369	denovo2768	72.45	15	7	59	294	403	F5.2e_AJ291533
370	denovo673	68.56	13	11	70	299	403	F3.2a_AM748568
371	denovo913	76.8	16	15	40	306	403	I4_FN561562
372	denovo2246	77.45	9	14	46	306	403	I4_FN561562;I3_FN561561
373	denovo1903	74.84	13	16	48	306	403	I1_FN561559
374	denovo1343	71.9	12	13	61	306	403	I4_FN561562;I3_FN561561
375	denovo2778	72.91	10	13	58	299	403.5	F3.2_AM748567
376	denovo2297	74.18	19	21	39	306	403.5	I1_FN561559
377	denovo1859	68.63	15	8	57	255	404	A9_EU449028
378	denovo2101	74.73	14	16	41	281	404	F4.1_AM748572
379	denovo1970	76.41	15	14	38	284	404.5	F110_AJ291526
380	denovo2194	76.8	9	14	48	306	404.5	I3_FN561561
381	denovo1551	72.54	15	14	49	284	405	F110_AJ291526
382	denovo1155	75.85	12	13	46	294	405	F5.1b_AJ291535
383	denovo685	76.64	14	18	39	304	405	F3.1_AM748565;F114_AJ291525
384	denovo416	72.45	11	9	61	294	405.5	F5.1b_AJ291535
385	denovo2634	74.25	14	12	51	299	405.5	F3.2a_AM748568
386	denovo1621	73.86	17	15	48	306	405.5	I2_FN561560
387	denovo1591	72.55	12	12	60	306	406	I1_FN561559
388	denovo1447	75.44	14	10	45	281	406.5	F112_AJ291528
389	denovo1785	73.59	12	13	50	284	406.5	F110_AJ291526
390	denovo2557	74.15	10	15	51	294	406.5	F5.2b_AM748595
391	denovo2332	74.49	13	13	49	294	407	F5.1d_JN558069
392	denovo2613	75.16	13	14	49	306	407	I2_FN561560
393	denovo2041	75.69	14	12	36	255	407.5	A105_AB207202
394	denovo2763	77.93	10	17	39	299	407.5	F3.2a_AM748568
395	denovo1899	72.18	16	11	52	284	408	F4.8b_AM748590
396	denovo1483	72.89	15	9	53	284	408	B23_EU449079
397	denovo2640	73.47	17	13	48	294	408	F5.2f_AJ291512
398	denovo2564	70.11	10	12	62	281	408.5	F4.4a_AM748583
399	denovo1393	72.89	9	9	59	284	408.5	E111_EU074915
400	denovo2248	72.7	17	10	56	304	408.5	F3.1a_AM748566
401	denovo2527	77.73	15	14	28	256	409	A136_DQ865210
402	denovo2015	76.51	9	12	45	281	409	F112_AJ291528
403	denovo1645	75.92	13	18	41	299	409	F3.2a_AM748568
404	denovo214	76.8	16	16	39	306	409	I2_FN561560
405	denovo1186	72.24	15	13	55	299	409.5	F3.2_AM748567
406	denovo1353	76.97	9	14	47	304	409.5	F114_AJ291525
407	denovo2125	73.03	13	11	58	304	409.5	F3.1_AM748565;F114_AJ291525
408	denovo2346	71.9	16	11	59	306	409.5	I2_FN561560
409	denovo2142	71.43	19	10	51	280	410	F4.2a_AM748575
410	denovo2483	74.49	12	12	51	294	410	F5.1a_AM748591;F5.1_AM748592;F5.1b_AJ291535
411	denovo2743	75.17	11	9	53	294	410.5	F5.2g_JN558072
412	denovo360	73.47	9	11	58	294	410.5	F5.2d_AJ291530
413	denovo1037	71.43	13	13	58	294	410.5	F5.1a_AM748591;F5.1_AM748592
414	denovo1733	72.88	15	15	50	295	410.5	F3.4b_AM748616
415	denovo122	75.49	11	12	52	306	410.5	I4_FN561562;I3_FN561561
416	denovo210	74.18	13	9	57	306	410.5	I2_FN561560
417	denovo477	71.24	14	13	61	306	410.5	I3_FN561561
418	denovo1169	73.31	15	13	47	281	411	F112_AJ291528;F4.1_AM748572
419	denovo282	71.63	16	12	52	282	411	F4.4_AM748582
420	denovo2826	72.88	15	11	57	306	411	I2_FN561560
421	denovo1488	75.1	14	14	36	257	411.5	A133_DQ174725
422	denovo1154	74.73	14	12	45	281	411.5	F112_AJ291528;F4.1_AM748572
423	denovo435	75.8	12	21	58	376	411.5	D1.2_AM748617
424	denovo2515	70.07	21	11	56	294	412	F5.2e_AJ291533
425	denovo1350	69.74	14	16	62	304	412	F3.1_AM748565
