otu	sim	del	ins	mis	len	score	hit
64	denovo435	76.39	7	14	47	288	245	B14_AY239362
65	denovo547	73.76	14	17	43	282	246	C1107_DQ335359
66	denovo756	80.32	8	18	48	376	246	D1.2_AM748617
67	denovo451	68.09	16	14	52	257	247	A133_DQ174725
68	denovo561	75.69	14	15	33	255	247.5	A1.4_HE578977
69	denovo524	77.93	12	20	51	376	249	D1.2_AM748617
70	denovo184	74.49	14	14	47	294	249.5	F5.1_AM748592
71	denovo946	74.2	9	19	45	283	250	C33.1_AY258498
72	denovo189	77.08	9	13	44	288	250	B14_AY239362
73	denovo583	80.75	15	28	70	587	251.5	H6_AJ291520
74	denovo874	75.27	11	20	60	368	252.5	D1.1_AM748564
75	denovo900	76.06	16	18	56	376	252.5	D1.2_AM748617
76	denovo264	75.65	14	12	40	271	253	D124_EU074897
77	denovo348	75.65	14	12	40	271	253	D124_EU074897
78	denovo595	77.99	15	25	41	368	253	D1.1_AM748564
79	denovo363	78.8	8	19	51	368	253	D1.1_AM748564
80	denovo486	76.86	14	23	50	376	253	D1.2_AM748617
81	denovo46	75.27	9	11	50	283	253.5	C35.1_AY765401
82	denovo278	74.49	14	14	47	294	253.5	F5.1b_AJ291535
83	denovo509	73.08	16	15	46	286	254	E113_EU074908
84	denovo798	73.2	19	16	47	306	255	I1_FN561559
85	denovo873	85.34	16	26	43	580	255	H6_AJ291520
86	denovo829	75.7	10	15	44	284	255.5	E112_EU074916
87	denovo38	81.26	14	34	62	587	255.5	H6_AJ291520
88	denovo722	79.62	11	16	48	368	256	D1.1_AM748564
89	denovo1010	73.26	25	12	36	273	256.5	E110_EU074914
90	denovo735	82.11	7	32	66	587	256.5	H6_AJ291520
91	denovo303	82.45	12	32	59	587	257	H6_AJ291520
92	denovo413	77.66	12	19	53	376	257.5	D1.2_AM748617
93	denovo983	81.9	11	28	66	580	257.5	H6_AJ291520
94	denovo277	83.45	12	27	57	580	258	H6_AJ291520
95	denovo316	75.35	10	15	45	284	258.5	E112_EU074916
96	denovo436	75.35	10	15	45	284	258.5	E112_EU074916
97	denovo228	76.06	18	20	52	376	258.5	D1.2_AM748617
98	denovo382	85.01	11	26	51	587	260.5	H6_AJ291520
99	denovo636	74.2	12	15	46	283	261	C45a_AY765404
100	denovo315	78.46	11	21	49	376	261	D1.2_AM748617
101	denovo729	78.46	11	21	49	376	261	D1.2_AM748617
102	denovo806	85.69	9	30	45	587	261	H6_AJ291520
103	denovo850	82.79	12	33	56	587	261	H6_AJ291520
104	denovo609	70.46	22	14	47	281	262	F4.1a_AM748573
105	denovo602	74.23	10	12	53	291	262	C1195_EU099821
106	denovo657	74.56	14	18	40	283	262.5	C1124_DQ335323
107	denovo643	75.62	9	11	49	283	262.5	C35.1_AY765401
108	denovo733	75	19	20	42	324	262.5	C49_AY589754
109	denovo589	70.43	12	12	52	257	263	A133_DQ174725
110	denovo253	79.66	14	36	68	580	263	H6_AJ291520
111	denovo923	79.66	14	36	68	580	263	H6_AJ291520
112	denovo302	82.11	6	32	67	587	263.5	H6_AJ291520
113	denovo194	72.86	10	16	50	280	264	C31.1_HQ630876
114	denovo129	74.15	20	18	53	352	264	D1.1_AM748564
115	denovo162	76.6	17	24	47	376	264	D1.2_AM748617
116	denovo811	79.9	14	32	71	582	264	H6_AJ291520
117	denovo191	79.35	13	18	45	368	264.5	D1.1_AM748564
118	denovo36	77	9	15	42	287	265	E100_DQ011618
119	denovo86	77.63	12	23	33	304	265	F3.1_AM748565
120	denovo41	69.04	23	13	51	281	265.5	F4.1a_AM748573
121	denovo144	68.14	21	15	58	295	266.5	F3.3_AM748569
122	denovo28	75.93	16	22	40	324	266.5	C49_AY589754
123	denovo592	79.14	15	36	70	580	266.5	H6_AJ291520
124	denovo950	76.53	16	21	32	294	267	F5.2f_AJ291512
125	denovo510	74.46	13	22	59	368	267	D1.1_AM748564
126	denovo203	72.98	15	21	41	285	267.5	E101_AY160123
127	denovo114	72.34	16	14	48	282	268	C1194_EU099826
128	denovo501	74.69	18	19	45	324	268	C49_AY589754
129	denovo998	79.35	12	16	48	368	268	D1.1_AM748564
130	denovo30	81.77	10	30	67	587	268	H6_AJ291520
131	denovo553	72.59	12	14	48	270	268.5	D101_AF411416
132	denovo372	82.45	9	36	58	587	268.5	H6_AJ291520
133	denovo691	82.45	9	35	59	587	269.5	H6_AJ291520
134	denovo520	78.62	12	37	75	580	270	H6_AJ291520
135	denovo574	85.86	9	30	44	587	270	H6_AJ291520
136	denovo963	84.16	9	28	56	587	270	H6_AJ291520
137	denovo385	79.56	16	33	71	587	270	H6_AJ291520
138	denovo779	77.41	13	36	82	580	270.5	H6_AJ291520
139	denovo226	84.5	16	30	45	587	270.5	H6_AJ291520
140	denovo739	70.46	21	12	50	281	271	F4.1a_AM748573
141	denovo796	78.79	14	37	72	580	271	H6_AJ291520
142	denovo572	83.13	7	30	62	587	271	H6_AJ291520
143	denovo80	82.11	8	35	62	587	271	H6_AJ291520
144	denovo871	74.46	24	17	53	368	271.5	D1.1_AM748564
145	denovo693	79.52	9	23	45	376	271.5	D1.2_AM748617
146	denovo150	76.06	10	20	60	376	271.5	D1.2_AM748617
147	denovo198	72.85	14	16	49	291	272	C1195_EU099821
148	denovo307	68.81	15	15	62	295	272	F3.4_AM748570;F3.4b_AM748616
149	denovo445	74.38	15	21	47	324	272	C49_AY589754
150	denovo857	79.83	14	36	67	580	272	H6_AJ291520
151	denovo197	82.28	6	35	63	587	272	H6_AJ291520
152	denovo429	76.86	9	20	58	376	272.5	D1.2_AM748617
153	denovo852	80.58	16	26	66	556	273	H6_AJ291520
154	denovo685	75.25	10	19	45	299	273.5	F3.2_AM748567
155	denovo549	74.73	11	22	62	376	273.5	D1.2_AM748617
156	denovo391	72.28	16	19	44	285	274.5	E101_AY160123
157	denovo809	72.28	16	19	44	285	274.5	E101_AY160123
158	denovo267	74.28	15	21	53	346	274.5	D1.1_AM748564
159	denovo284	76.09	11	20	57	368	275.5	D1.1_AM748564
160	denovo6	76.09	11	20	57	368	275.5	D1.1_AM748564
161	denovo319	71.73	19	15	46	283	276	C78_AY765413
162	denovo846	78.99	13	22	44	376	276	D1.2_AM748617
163	denovo364	75	22	23	49	376	276	D1.2_AM748617
164	denovo367	77.13	21	22	43	376	276.5	D1.2_AM748617
165	denovo81	82.59	10	32	59	580	277	H6_AJ291520
166	denovo234	79.73	21	31	67	587	277	H6_AJ291520
167	denovo458	82.96	9	36	55	587	277.5	H6_AJ291520
168	denovo819	82.96	9	36	55	587	277.5	H6_AJ291520
169	denovo831	74.11	15	17	41	282	278	F4.3a_AM748579
170	denovo255	80.24	16	30	68	577	278.5	H6_AJ291520
171	denovo816	79.89	11	17	46	368	279.5	D1.1_AM748564
172	denovo491	76.9	15	21	49	368	279.5	D1.1_AM748564
173	denovo899	84.67	16	30	44	587	279.5	H6_AJ291520
174	denovo630	82.28	16	23	65	587	280	H6_AJ291520
175	denovo875	81.41	13	28	67	581	280.5	H6_AJ291520
176	denovo220	74.47	12	25	59	376	281	D1.2_AM748617
177	denovo619	72.87	18	20	64	376	281	D1.2_AM748617
178	denovo580	82.07	11	28	65	580	281	H6_AJ291520
179	denovo921	81.41	13	28	67	581	281	H6_AJ291520
180	denovo608	80.75	22	33	58	587	281	H6_AJ291520
181	denovo212	73.94	11	21	42	284	282	C1193_EU099827
182	denovo212	75	15	24	42	324	282	C49_AY589754
183	denovo885	73.4	14	19	67	376	283	D1.2_AM748617
184	denovo903	74.73	16	21	56	368	283.5	D1.1_AM748564
185	denovo570	75	9	19	66	376	283.5	D1.2_AM748617
186	denovo88	75.31	16	24	40	324	284	C49_AY589754
187	denovo791	72.01	14	25	64	368	284	D1.1_AM748564
188	denovo314	82.79	10	34	57	587	284	H6_AJ291520
189	denovo612	79.56	15	33	72	587	284.5	H6_AJ291520
190	denovo176	80.07	13	31	73	587	284.5	H6_AJ291520
191	denovo147	76.32	19	32	88	587	284.5	H6_AJ291520
192	denovo661	78.53	12	27	72	517	285	H6_AJ291520
193	denovo355	83.99	12	29	53	587	285.5	H6_AJ291520
194	denovo747	76.33	19	19	51	376	286	D1.2_AM748617
195	denovo853	79.9	21	31	66	587	286	H6_AJ291520
196	denovo915	73.33	22	8	38	255	287	A104_AB207203
197	denovo962	83.48	15	34	48	587	287	H6_AJ291520
198	denovo67	80.24	17	28	71	587	287	H6_AJ291520
199	denovo474	71.83	11	21	48	284	287.5	C1193_EU099827
200	denovo913	71.83	11	21	48	284	287.5	C1193_EU099827
201	denovo11	76.66	17	31	89	587	287.5	H6_AJ291520
202	denovo56	75.49	19	17	39	306	288	I2_FN561560
203	denovo35	77.93	19	34	75	580	288	H6_AJ291520
204	denovo472	71.47	17	18	70	368	288.5	D1.1_AM748564
205	denovo751	71.47	17	18	70	368	288.5	D1.1_AM748564
206	denovo99	75.8	21	22	48	376	288.5	D1.2_AM748617
207	denovo869	80.58	18	28	68	587	288.5	H6_AJ291520
208	denovo289	75	16	26	39	324	289	C49_AY589754
209	denovo59	73.64	14	22	61	368	289	D1.1_AM748564
210	denovo301	71.01	26	11	72	376	289	D1.2_AM748617
211	denovo481	76.84	15	15	36	285	289.5	F3.4a_AM748571
212	denovo230	72.83	20	15	40	276	290	C21.22_KC597692
213	denovo719	78.4	14	16	40	324	290	C49_AY589754
214	denovo961	71.47	16	18	71	368	290	D1.1_AM748564
215	denovo544	78.92	15	32	62	517	290	H6_AJ291520
216	denovo478	76.04	13	15	41	288	290.5	C1033_DQ335350
217	denovo538	79.56	18	33	69	587	290.5	H6_AJ291520
218	denovo769	69.39	23	14	53	294	291	F1_JN558066
219	denovo431	68.95	15	11	69	306	291	I2_FN561560
220	denovo461	75	17	18	46	324	291	C49_AY589754
221	denovo925	74.2	21	21	55	376	291	D1.2_AM748617
222	denovo830	74.73	18	21	56	376	291.5	D1.2_AM748617
223	denovo847	79.56	18	34	68	587	291.5	H6_AJ291520
224	denovo400	76.1	22	12	26	251	292	A15b_EU792886
225	denovo136	75.93	19	23	36	324	292	C49_AY589754
226	denovo794	71.74	17	18	69	368	292	D1.1_AM748564
227	denovo624	79.11	16	32	60	517	292	H6_AJ291520
228	denovo438	75.3	22	12	28	251	292.5	A15b_EU792886
229	denovo738	72.55	17	19	65	368	292.5	D1.1_AM748564
230	denovo815	72.12	19	22	63	373	293	D1.2_AM748617
231	denovo907	80.41	14	28	73	587	293	H6_AJ291520
232	denovo775	76.23	17	22	38	324	293.5	C49_AY589754
233	denovo860	76.23	17	22	38	324	293.5	C49_AY589754
234	denovo623	75.62	17	22	40	324	293.5	C49_AY589754
235	denovo954	75	16	16	49	324	294	C49_AY589754
236	denovo208	73.4	18	20	62	376	294	D1.2_AM748617
237	denovo878	76.09	14	24	50	368	294.5	D1.1_AM748564
238	denovo192	80.58	17	32	65	587	294.5	H6_AJ291520
239	denovo494	81.6	7	34	67	587	294.5	H6_AJ291520
240	denovo146	65.43	22	13	77	324	295.5	C49_AY589754
241	denovo648	78.19	21	18	43	376	295.5	D1.2_AM748617
242	denovo908	70.99	13	19	62	324	296	C49_AY589754
243	denovo180	72.83	21	23	56	368	296.5	D1.1_AM748564
244	denovo218	80.41	18	35	62	587	296.5	H6_AJ291520
245	denovo125	69.29	17	19	77	368	297	D1.1_AM748564
246	denovo424	69.29	17	19	77	368	297	D1.1_AM748564
247	denovo76	82.96	14	28	58	587	297	H6_AJ291520
248	denovo224	73.08	17	31	110	587	297	H6_AJ291520
249	denovo598	83.62	12	25	58	580	297.5	H6_AJ291520
250	denovo822	83.3	11	32	55	587	297.5	H6_AJ291520
251	denovo736	71.78	18	17	46	287	298.5	E100_DQ011618
252	denovo1006	69.86	25	15	48	292	298.5	B1.V_Green2014
253	denovo828	73.67	19	21	59	376	298.5	D1.2_AM748617
254	denovo1002	81.6	17	27	64	587	298.5	H6_AJ291520
255	denovo826	75.3	22	11	29	251	299	A15b_EU792886
256	denovo844	75.3	22	11	29	251	299	A15b_EU792886
257	denovo960	75.3	22	11	29	251	299	A15b_EU792886
258	denovo156	79.38	14	15	31	291	299	C1195_EU099821
259	denovo617	78.36	16	37	74	587	299.5	H6_AJ291520
260	denovo858	79.73	16	33	70	587	300	H6_AJ291520
261	denovo237	79.73	17	27	75	587	300	H6_AJ291520
262	denovo164	78.88	15	33	76	587	300	H6_AJ291520
263	denovo497	77.85	16	31	83	587	300	H6_AJ291520
264	denovo124	74.73	18	17	58	368	300.5	D1.1_AM748564
265	denovo182	71.2	21	17	68	368	300.5	D1.1_AM748564
266	denovo4	81.94	8	33	65	587	300.5	H6_AJ291520
267	denovo692	80.75	13	31	69	587	300.5	H6_AJ291520
268	denovo614	78.71	24	35	66	587	301	H6_AJ291520
269	denovo213	74.73	16	19	60	376	301.5	D1.2_AM748617
270	denovo541	73.14	22	13	66	376	301.5	D1.2_AM748617
271	denovo645	70.21	19	20	73	376	301.5	D1.2_AM748617
272	denovo807	80.69	14	36	62	580	301.5	H6_AJ291520
273	denovo225	79.22	18	31	73	587	301.5	H6_AJ291520
274	denovo1008	69.6	8	14	54	250	302.5	A119_AF180121
275	denovo734	69.6	8	14	54	250	302.5	A119_AF180121
276	denovo291	71.2	21	20	65	368	302.5	D1.1_AM748564
277	denovo241	79.39	18	31	72	587	302.5	H6_AJ291520
278	denovo347	76.9	15	18	52	368	303.5	D1.1_AM748564
279	denovo587	73.4	27	19	54	376	303.5	D1.2_AM748617
280	denovo641	73.4	27	19	54	376	303.5	D1.2_AM748617
281	denovo902	79.22	23	32	67	587	303.5	H6_AJ291520
282	denovo448	79.22	17	35	70	587	303.5	H6_AJ291520
283	denovo1011	78.88	15	33	76	587	303.5	H6_AJ291520
284	denovo244	72.07	21	21	63	376	304.5	D1.2_AM748617
285	denovo670	73.67	17	17	65	376	304.5	D1.2_AM748617
286	denovo242	79.22	17	34	71	587	304.5	H6_AJ291520
287	denovo244	78.71	10	37	78	587	304.5	H6_AJ291520
288	denovo128	80.07	22	33	62	587	305	H6_AJ291520
289	denovo997	79.56	15	36	69	587	305	H6_AJ291520
290	denovo758	71.23	26	12	44	285	305.5	B31a_GU907646
291	denovo758	67.8	26	10	59	295	305.5	B1.IV_Green2014
292	denovo764	71.54	24	20	63	376	305.5	D1.2_AM748617
293	denovo2	81.6	7	25	76	587	305.5	H6_AJ291520
294	denovo308	74.46	24	18	52	368	306	D1.1_AM748564
295	denovo356	74.73	19	19	57	376	306	D1.2_AM748617
296	denovo753	80.75	14	31	68	587	306	H6_AJ291520
297	denovo677	72.01	23	23	57	368	306.5	D1.1_AM748564
298	denovo862	72.07	25	18	62	376	307	D1.2_AM748617
299	denovo651	72.01	22	22	59	368	308.5	D1.1_AM748564
300	denovo824	72.28	20	21	61	368	308.5	D1.1_AM748564
301	denovo888	67.82	25	18	78	376	308.5	D1.2_AM748617
302	denovo840	75.52	22	29	91	580	308.5	H6_AJ291520
303	denovo476	75.13	28	29	89	587	308.5	H6_AJ291520
304	denovo506	72.28	23	23	56	368	309	D1.1_AM748564
305	denovo353	76.55	19	33	84	580	309	H6_AJ291520
306	denovo163	78.71	13	32	80	587	309	H6_AJ291520
307	denovo567	73.9	9	12	56	295	309.5	F3.3_AM748569
308	denovo21	71.81	25	17	64	376	310	D1.2_AM748617
309	denovo917	73.4	15	21	64	376	310	D1.2_AM748617
310	denovo360	71.28	25	17	66	376	310	D1.2_AM748617
311	denovo797	67.82	23	14	84	376	310	D1.2_AM748617
312	denovo851	76.66	16	30	91	587	310	H6_AJ291520
313	denovo65	71.74	24	21	59	368	310.5	D1.1_AM748564
314	denovo805	79.05	17	32	74	587	310.5	H6_AJ291520
315	denovo792	75.25	7	13	53	295	311	F3.4_AM748570;F3.4b_AM748616
316	denovo270	73.86	13	16	51	306	311	I2_FN561560
317	denovo600	70.92	33	21	53	368	311	D1.1_AM748564
318	denovo1013	69.29	32	22	59	368	311	D1.1_AM748564
319	denovo132	70.48	24	20	67	376	311	D1.2_AM748617
320	denovo1013	77.07	19	34	80	580	311	H6_AJ291520
321	denovo600	77.07	19	34	80	580	311	H6_AJ291520
322	denovo365	77.17	22	29	83	587	311	H6_AJ291520
323	denovo468	72.34	22	18	64	376	311.5	D1.2_AM748617
324	denovo252	72.87	22	14	66	376	311.5	D1.2_AM748617
325	denovo321	71.01	24	19	66	376	312	D1.2_AM748617
326	denovo564	69.95	20	17	76	376	312	D1.2_AM748617
327	denovo955	76.9	22	32	80	580	312	H6_AJ291520
328	denovo517	77	13	35	87	587	312	H6_AJ291520
329	denovo459	70.23	22	17	50	299	312.5	F3.2_AM748567
330	denovo849	75.53	20	18	54	376	312.5	D1.2_AM748617
331	denovo565	72.07	24	19	62	376	312.5	D1.2_AM748617
332	denovo854	72.07	24	19	62	376	312.5	D1.2_AM748617
333	denovo333	70.74	28	18	64	376	312.5	D1.2_AM748617
334	denovo333	77.41	18	34	79	580	312.5	H6_AJ291520
335	denovo886	77	16	30	89	587	312.5	H6_AJ291520
336	denovo728	77.07	18	33	82	580	313	H6_AJ291520
337	denovo102	68.3	24	11	62	306	313.5	I1_FN561559
338	denovo965	69.29	31	21	61	368	313.5	D1.1_AM748564
339	denovo505	64.95	21	15	93	368	313.5	D1.1_AM748564
340	denovo521	78.72	15	23	42	376	313.5	D1.2_AM748617
341	denovo73	72.34	21	19	64	376	314	D1.2_AM748617
342	denovo972	72.34	21	19	64	376	314	D1.2_AM748617
343	denovo590	71.28	22	21	65	376	314	D1.2_AM748617
344	denovo802	75.69	20	29	92	580	314	H6_AJ291520
345	denovo970	81.43	9	36	64	587	314	H6_AJ291520
346	denovo689	81.77	7	25	75	587	314.5	H6_AJ291520
347	denovo396	74.11	30	27	95	587	314.5	H6_AJ291520
348	denovo1001	74.83	13	18	43	294	315	F5.1d_JN558069
349	denovo759	71.74	33	20	51	368	315	D1.1_AM748564
350	denovo47	75.85	13	15	43	294	315.5	F5.2c_AM748596
351	denovo93	78.53	15	19	45	368	315.5	D1.1_AM748564
352	denovo93	75	17	19	58	376	315.5	D1.2_AM748617
353	denovo490	72.61	19	19	65	376	315.5	D1.2_AM748617
354	denovo632	79.22	15	31	76	587	315.5	H6_AJ291520
355	denovo366	71.28	23	19	66	376	316	D1.2_AM748617
356	denovo250	70.48	26	18	67	376	316	D1.2_AM748617
357	denovo642	68.88	25	18	74	376	316	D1.2_AM748617
358	denovo696	80.75	12	34	67	587	316	H6_AJ291520
359	denovo610	72.83	22	19	59	368	316.5	D1.1_AM748564
360	denovo337	68.75	27	20	68	368	316.5	D1.1_AM748564
361	denovo667	73.9	11	15	51	295	317	F3.4a_AM748571
362	denovo667	73.56	10	13	55	295	317	F3.4_AM748570;F3.4b_AM748616
363	denovo422	68.75	29	19	67	368	317	D1.1_AM748564
364	denovo959	74.2	18	20	59	376	317.5	D1.2_AM748617
365	denovo607	72.87	14	22	66	376	317.5	D1.2_AM748617
366	denovo669	74.28	28	27	96	587	317.5	H6_AJ291520
367	denovo985	74.28	28	27	96	587	317.5	H6_AJ291520
368	denovo266	69.57	31	19	62	368	318	D1.1_AM748564
369	denovo428	80.41	15	35	65	587	318	H6_AJ291520
370	denovo785	79.39	20	34	67	587	318	H6_AJ291520
371	denovo671	72.69	9	10	49	249	318.5	A120_AF180122
372	denovo411	66.33	20	11	68	294	318.5	F5.1_AM748592
373	denovo411	65.31	17	11	74	294	318.5	F5.1a_AM748591
374	denovo671	73.56	7	15	56	295	318.5	F3.4_AM748570;F3.4b_AM748616;F3.4a_AM748571
375	denovo503	81.26	21	32	57	587	318.5	H6_AJ291520
376	denovo656	71.99	14	13	52	282	319	F4.3a_AM748579
377	denovo568	69.29	31	21	61	368	319	D1.1_AM748564
378	denovo173	72.61	22	19	62	376	319	D1.2_AM748617
379	denovo688	78.02	21	30	78	587	319	H6_AJ291520
380	denovo375	77.34	21	30	82	587	319	H6_AJ291520
381	denovo568	76.83	20	33	83	587	319	H6_AJ291520
382	denovo296	81.26	16	36	58	587	319.5	H6_AJ291520
383	denovo414	81.09	15	35	61	587	319.5	H6_AJ291520
384	denovo290	74.45	29	27	94	587	319.5	H6_AJ291520
385	denovo725	71.71	10	14	62	304	320	F114_AJ291525
386	denovo446	83.3	16	26	51	557	320	H6_AJ291520
387	denovo85	83.3	16	26	51	557	320	H6_AJ291520
388	denovo647	77.68	15	30	86	587	320	H6_AJ291520
389	denovo469	74.67	17	13	47	304	320.5	F3.1_AM748565
390	denovo484	74.67	17	13	47	304	320.5	F3.1_AM748565
391	denovo777	77.24	18	33	81	580	320.5	H6_AJ291520
392	denovo695	67.93	33	18	67	368	321	D1.1_AM748564
393	denovo571	73.67	31	19	49	376	321	D1.2_AM748617
394	denovo704	71.28	24	19	65	376	321	D1.2_AM748617
395	denovo820	75.13	14	40	92	587	321	H6_AJ291520
396	denovo845	69.29	34	18	61	368	321.5	D1.1_AM748564
397	denovo380	79.14	18	33	70	580	321.5	H6_AJ291520
398	denovo78	83.99	28	25	41	587	321.5	H6_AJ291520
399	denovo217	76.49	20	34	84	587	321.5	H6_AJ291520
400	denovo281	68.68	12	13	63	281	322	F4.1a_AM748573
401	denovo638	73.4	30	18	52	376	322	D1.2_AM748617
402	denovo638	77.24	27	32	73	580	322	H6_AJ291520
403	denovo927	76.32	21	32	86	587	322	H6_AJ291520
404	denovo988	68.81	11	15	66	295	322.5	F3.4_AM748570;F3.4b_AM748616
405	denovo896	72.28	25	20	57	368	322.5	D1.1_AM748564
406	denovo896	72.34	25	16	63	376	322.5	D1.2_AM748617
407	denovo666	72.91	25	30	104	587	322.5	H6_AJ291520
408	denovo606	83.13	18	30	51	587	323	H6_AJ291520
409	denovo412	79.56	17	38	65	587	323	H6_AJ291520
410	denovo346	70.68	25	12	58	324	323.5	C49_AY589754
411	denovo467	70.38	25	22	62	368	323.5	D1.1_AM748564
412	denovo859	70.38	25	22	62	368	323.5	D1.1_AM748564
413	denovo784	69.02	29	21	64	368	324	D1.1_AM748564
414	denovo294	76.72	23	31	81	580	324	H6_AJ291520
415	denovo243	77.17	21	39	74	587	324	H6_AJ291520
416	denovo863	72.55	25	21	55	368	324.5	D1.1_AM748564
417	denovo539	79.39	15	31	75	587	324.5	H6_AJ291520
418	denovo715	69.57	30	19	63	368	325	D1.1_AM748564
419	denovo672	68.09	28	19	73	376	325	D1.2_AM748617
420	denovo52	68.35	25	20	74	376	325.5	D1.2_AM748617
421	denovo839	78.79	19	34	70	580	325.5	H6_AJ291520
422	denovo7	78.45	18	35	72	580	325.5	H6_AJ291520
423	denovo72	76.38	20	35	82	580	325.5	H6_AJ291520
424	denovo108	81.26	21	31	58	587	325.5	H6_AJ291520
425	denovo152	79.9	13	35	70	587	325.5	H6_AJ291520
426	denovo306	76.15	18	38	84	587	325.5	H6_AJ291520
427	denovo525	68.09	27	19	74	376	326	D1.2_AM748617
428	denovo697	68.09	27	19	74	376	326	D1.2_AM748617
429	denovo545	79.73	17	38	64	587	326	H6_AJ291520
430	denovo10	79.56	16	33	71	587	326	H6_AJ291520
431	denovo390	79.56	15	34	71	587	326	H6_AJ291520
432	denovo416	79.56	15	34	71	587	326	H6_AJ291520
433	denovo527	79.56	15	34	71	587	326	H6_AJ291520
434	denovo575	79.56	15	34	71	587	326	H6_AJ291520
435	denovo611	78.71	18	32	75	587	326	H6_AJ291520
436	denovo19	76.15	25	33	82	587	326	H6_AJ291520
437	denovo771	77.51	16	34	82	587	326	H6_AJ291520
438	denovo66	68.99	26	12	51	287	326.5	E100_DQ011618
439	denovo659	66.03	30	17	78	368	326.5	D1.1_AM748564
440	denovo66	69.41	23	16	76	376	326.5	D1.2_AM748617
441	denovo423	72.74	22	26	112	587	326.5	H6_AJ291520
442	denovo877	72.53	18	15	56	324	327	C49_AY589754
